 name         t90      fluence    fluence_error fluence_batse fluence_batse_error 
 GRB090709630   22.272 2.2080e-06    3.9117e-08    1.2767e-06          2.4014e-08 
 GRB230225618   51.200 3.4959e-06    4.5688e-08    1.8233e-06          2.4015e-08 
 GRB180625941    0.704 3.2452e-07    3.9932e-08    1.9812e-07          2.4027e-08 
 GRB120608777   24.832 3.1743e-06    4.3021e-08    1.7712e-06          2.4038e-08 
 GRB220826218   10.496 1.1728e-06    4.5451e-08    6.7502e-07          2.4054e-08 
 GRB190531312   57.089 6.1896e-06    4.3737e-08    3.7283e-06          2.4055e-08 
 GRB110709463   24.061 6.9088e-06    4.0753e-08    4.0132e-06          2.4059e-08 
 GRB150411026   15.360 7.0261e-07    4.9672e-08    3.4341e-07          2.4060e-08 
 GRB091117080  113.664 3.6824e-06    4.2289e-08    1.8465e-06          2.4068e-08 
 GRB240930721   64.513 1.2971e-05    3.7925e-08    7.3663e-06          2.4079e-08 
 GRB151026169   53.248 1.7974e-06    3.7242e-08    1.0976e-06          2.4080e-08 
 GRB171201068   59.136 1.0581e-05    4.6798e-08    6.1572e-06          2.4107e-08 
 GRB100701490   22.016 2.6028e-05    4.2595e-08    8.5229e-06          2.4113e-08 
 GRB230707782   99.586 4.1448e-05    4.5961e-08    2.5747e-05          2.4148e-08 
 GRB120304248    5.376 1.1435e-05    4.0725e-08    3.3518e-06          2.4148e-08 
 GRB220214002   78.082 4.3497e-06    4.6416e-08    2.4438e-06          2.4150e-08 
 GRB180122129    4.352 7.0420e-07    4.4515e-08    3.4099e-07          2.4156e-08 
 GRB140606133   22.784 7.5928e-06    4.4719e-08    3.7519e-06          2.4159e-08 
 GRB160519677   19.200 1.2779e-06    4.4086e-08    6.8504e-07          2.4169e-08 
 GRB200219317    1.152 1.5848e-06    4.0037e-08    7.5544e-07          2.4170e-08 
 GRB110120666   26.173 1.8853e-05    4.3905e-08    7.1964e-06          2.4202e-08 
 GRB100315361   35.584 2.5782e-06    4.3488e-08    1.3616e-06          2.4219e-08 
 GRB220715934   39.680 1.5233e-06    4.6245e-08    8.5851e-07          2.4249e-08 
 GRB181231144   36.865 4.0873e-06    4.1942e-08    2.3135e-06          2.4250e-08 
 GRB191220589   27.905 1.8048e-05    4.2635e-08    1.1228e-05          2.4309e-08 
 GRB190419414  212.741 1.3705e-05    4.2524e-08    7.1141e-06          2.4322e-08 
 GRB081012045    1.216 2.2896e-07    4.3578e-08    1.3250e-07          2.4326e-08 
 GRB180404848    0.544 2.2967e-07    3.9670e-08    1.2202e-07          2.4341e-08 
 GRB211018697   15.104 1.4139e-06    4.9633e-08    8.1374e-07          2.4350e-08 
 GRB180804554   43.517 1.0306e-05    5.0832e-08    5.8418e-06          2.4360e-08 
 GRB200114153   29.693 5.1020e-06    4.5881e-08    2.8254e-06          2.4381e-08 
 GRB140501497   22.144 6.9716e-06    4.3762e-08    3.9680e-06          2.4400e-08 
 GRB200325138    0.960 1.4803e-06    4.6226e-08    7.7348e-07          2.4410e-08 
 GRB170511249   40.705 2.8314e-05    4.6237e-08    1.5817e-05          2.4417e-08 
 GRB210228058    3.776 5.3379e-07    4.8991e-08    2.9372e-07          2.4420e-08 
 GRB110307972    2.304 5.7497e-07    4.3372e-08    2.9972e-07          2.4425e-08 
 GRB160527080   25.344 1.6598e-06    4.6522e-08    9.0862e-07          2.4429e-08 
 GRB080831921   74.497 8.4741e-06    4.0239e-08    5.0870e-06          2.4435e-08 
 GRB190719113   84.738 9.1711e-06    4.7389e-08    4.1420e-06          2.4438e-08 
 GRB130610133   21.760 3.5444e-06    4.5972e-08    2.0974e-06          2.4453e-08 
 GRB100424729  175.363 9.2306e-06    4.3390e-08    5.1772e-06          2.4453e-08 
 GRB101223834   56.065 2.4552e-06    4.5416e-08    1.2996e-06          2.4458e-08 
 GRB180127879   17.664 1.4300e-06    4.3723e-08    8.1349e-07          2.4459e-08 
 GRB210927996   32.257 3.9959e-05    4.4178e-08    1.5096e-05          2.4474e-08 
 GRB201011629  126.210 7.4899e-06    4.4831e-08    4.1936e-06          2.4495e-08 
 GRB110523344   44.544 2.2273e-06    4.5509e-08    1.2999e-06          2.4502e-08 
 GRB170808065    4.352 2.4514e-06    5.4462e-08    1.4774e-06          2.4509e-08 
 GRB201001416   29.184 1.1822e-06    4.5318e-08    6.5463e-07          2.4555e-08 
 GRB230713999   80.129 1.2773e-05    5.0221e-08    7.0402e-06          2.4560e-08 
 GRB130404428    3.328 8.4254e-07    4.4490e-08    4.9023e-07          2.4567e-08 
 GRB150514774   10.813 4.7356e-06    4.8477e-08    2.5347e-06          2.4576e-08 
 GRB190429743   22.272 1.1269e-06    4.5539e-08    6.1967e-07          2.4582e-08 
 GRB100517243   29.633 2.6941e-06    4.2658e-08    1.1690e-06          2.4584e-08 
 GRB110706977   33.217 6.5541e-06    4.4729e-08    3.0641e-06          2.4584e-08 
 GRB130304658   23.296 1.6196e-06    4.0795e-08    9.5807e-07          2.4593e-08 
 GRB140118064   90.112 3.9593e-06    4.6004e-08    1.8110e-06          2.4636e-08 
 GRB120528442   16.384 3.7919e-06    4.5669e-08    2.1156e-06          2.4638e-08 
 GRB170210116   76.545 9.6107e-05    4.7655e-08    4.5815e-05          2.4643e-08 
 GRB130305526  118.528 1.5196e-06    4.6084e-08    8.3212e-07          2.4646e-08 
 GRB100902990   22.272 2.1068e-06    4.1365e-08    1.1317e-06          2.4647e-08 
 GRB240106024  143.875 2.8181e-05    4.4469e-08    1.7332e-05          2.4663e-08 
 GRB170614255  122.626 9.2159e-06    4.5706e-08    5.1785e-06          2.4678e-08 
 GRB150613995   46.593 6.3756e-06    4.7374e-08    3.4077e-06          2.4699e-08 
 GRB220117199  115.458 4.7800e-06    5.1703e-08    2.5413e-06          2.4704e-08 
 GRB181007385   46.336 2.2738e-06    4.7558e-08    1.3215e-06          2.4712e-08 
 GRB090621447   26.112 1.5666e-06    5.2470e-08    8.3795e-07          2.4718e-08 
 GRB140523129   19.200 5.1164e-05    4.4852e-08    2.7143e-05          2.4742e-08 
 GRB130507545   60.160 4.2657e-06    4.6707e-08    2.4242e-06          2.4757e-08 
 GRB231106759   23.552 7.6163e-06    5.1149e-08    4.3745e-06          2.4790e-08 
 GRB220407167    1.408 2.3840e-07    3.9968e-08    1.4794e-07          2.4802e-08 
 GRB210323502   13.568 5.8568e-07    4.5551e-08    3.2430e-07          2.4823e-08 
 GRB210704684   43.521 4.2328e-05    4.4183e-08    2.2785e-05          2.4848e-08 
 GRB220107793   24.833 2.6107e-05    4.7990e-08    1.2282e-05          2.4850e-08 
 GRB200619108   28.672 5.5215e-06    5.0950e-08    2.2555e-06          2.4856e-08 
 GRB090117632   86.017 9.0634e-06    4.3949e-08    5.1917e-06          2.4865e-08 
 GRB131102622   62.976 1.4220e-06    4.6356e-08    7.6716e-07          2.4892e-08 
 GRB111208353   40.961 3.2580e-06    3.8710e-08    2.0624e-06          2.4899e-08 
 GRB200713919    5.120 8.1291e-07    4.9398e-08    4.3862e-07          2.4911e-08 
 GRB120907017    5.760 8.0914e-07    4.0838e-08    5.2483e-07          2.4918e-08 
 GRB091220442   18.368 5.8327e-06    4.5043e-08    3.0948e-06          2.4929e-08 
 GRB140508629   50.433 2.6069e-06    4.5935e-08    1.3775e-06          2.4937e-08 
 GRB150809516   47.361 6.0928e-06    4.5334e-08    3.4158e-06          2.4968e-08 
 GRB191101895   10.496 9.6551e-07    4.0486e-08    5.6038e-07          2.4974e-08 
 GRB120107384   23.040 6.5320e-06    4.4356e-08    3.8959e-06          2.4985e-08 
 GRB080816989    4.608 3.3023e-06    9.2447e-08    8.1406e-07          2.5000e-08 
 GRB230915288   28.928 3.9607e-06    4.6955e-08    2.0951e-06          2.5005e-08 
 GRB201218798   75.265 3.1830e-06    4.9908e-08    1.5960e-06          2.5008e-08 
 GRB210305794   61.697 1.0467e-05    4.7392e-08    6.4814e-06          2.5012e-08 
 GRB120926335    4.288 2.4776e-06    4.8167e-08    1.1884e-06          2.5030e-08 
 GRB230320150   16.128 3.9786e-06    4.9291e-08    1.5390e-06          2.5047e-08 
 GRB081215784    5.568 5.4666e-05    5.8683e-08    2.3177e-05          2.5055e-08 
 GRB111228453    2.944 2.7472e-06    4.2716e-08    9.1679e-07          2.5056e-08 
 GRB230701025   24.832 1.9557e-06    4.0200e-08    1.2307e-06          2.5064e-08 
 GRB170915161   15.613 7.4085e-06    5.4336e-08    4.3826e-06          2.5086e-08 
 GRB100910818   13.824 1.3408e-05    4.7398e-08    7.9232e-06          2.5109e-08 
 GRB080724401  379.397 1.5691e-05    5.0397e-08    8.6541e-06          2.5111e-08 
 GRB120213606   13.824 2.6780e-06    5.4574e-08    1.5966e-06          2.5112e-08 
 GRB170120471   28.928 3.3067e-06    4.5665e-08    2.0567e-06          2.5124e-08 
 GRB120326056   11.776 3.2583e-06    4.8406e-08    1.5531e-06          2.5134e-08 
 GRB130220964    6.400 7.2350e-06    4.5829e-08    3.9947e-06          2.5135e-08 
 GRB210225218   87.808 5.0927e-06    4.6671e-08    2.9109e-06          2.5141e-08 
 GRB120530121   77.054 7.1731e-06    5.0148e-08    4.0985e-06          2.5143e-08 
 GRB140929677   37.120 1.8724e-06    4.8656e-08    9.3865e-07          2.5147e-08 
 GRB190930400  185.860 1.5058e-05    4.4532e-08    8.3898e-06          2.5192e-08 
 GRB200907957  140.803 4.0466e-05    4.6007e-08    1.9290e-05          2.5198e-08 
 GRB210824174   40.192 3.1454e-06    4.9661e-08    1.7190e-06          2.5207e-08 
 GRB220530465    8.960 7.4287e-07    4.2247e-08    4.4079e-07          2.5221e-08 
 GRB140110263    9.472 5.4260e-06    4.5332e-08    2.4443e-06          2.5236e-08 
 GRB150201574   15.616 6.3139e-05    5.2677e-08    3.7512e-05          2.5239e-08 
 GRB130514560   17.408 2.2702e-06    4.5786e-08    1.2750e-06          2.5250e-08 
 GRB230117211   44.800 2.5222e-06    4.7534e-08    1.0882e-06          2.5253e-08 
 GRB121221916   38.913 5.0386e-06    4.9869e-08    2.6479e-06          2.5262e-08 
 GRB200818998    4.096 6.7219e-07    4.8559e-08    3.0239e-07          2.5284e-08 
 GRB180914522  122.370 8.1869e-05    4.6027e-08    4.4570e-05          2.5289e-08 
 GRB191026350   59.136 2.9672e-06    4.7650e-08    1.5972e-06          2.5312e-08 
 GRB140521732   11.550 2.6816e-06    4.1858e-08    1.4981e-06          2.5312e-08 
 GRB100718160   32.641 2.7472e-06    5.2413e-08    1.5921e-06          2.5329e-08 
 GRB100829374   94.977 7.2899e-06    4.8103e-08    3.9279e-06          2.5341e-08 
 GRB141223240   94.208 1.8207e-06    4.5684e-08    1.0108e-06          2.5347e-08 
 GRB110616648   12.544 1.2947e-06    5.0912e-08    5.8795e-07          2.5371e-08 
 GRB240525491    0.640 1.7826e-07    4.6010e-08    1.0336e-07          2.5379e-08 
 GRB170825784   65.024 7.4724e-06    4.8021e-08    4.2405e-06          2.5403e-08 
 GRB110119931  205.828 1.0109e-05    4.5638e-08    5.7616e-06          2.5411e-08 
 GRB090810659  125.182 9.3687e-06    4.8233e-08    4.5034e-06          2.5413e-08 
 GRB200629535   28.160 9.6925e-06    5.7286e-08    5.5915e-06          2.5436e-08 
 GRB160804775  151.808 8.8151e-06    5.1816e-08    4.8186e-06          2.5448e-08 
 GRB230618227   48.641 2.3685e-05    4.7730e-08    1.3975e-05          2.5451e-08 
 GRB120109824   38.656 1.9189e-06    4.1747e-08    1.0070e-06          2.5463e-08 
 GRB131014513   30.208 1.9481e-06    4.6383e-08    1.1308e-06          2.5465e-08 
 GRB140113183   68.864 2.6523e-06    4.4906e-08    1.3550e-06          2.5466e-08 
 GRB140623224  111.104 3.2190e-06    4.7770e-08    1.6891e-06          2.5486e-08 
 GRB211219622   31.741 6.4637e-06    4.2807e-08    2.9852e-06          2.5514e-08 
 GRB150425617    4.352 8.0518e-07    4.0690e-08    5.4454e-07          2.5550e-08 
 GRB210801649    5.376 1.5775e-06    4.2285e-08    1.0263e-06          2.5561e-08 
 GRB160323293   25.088 1.3882e-06    3.9083e-08    7.8979e-07          2.5578e-08 
 GRB171009138   47.104 2.8166e-06    4.6616e-08    1.5558e-06          2.5617e-08 
 GRB180522607    6.912 1.3373e-06    4.7374e-08    7.8179e-07          2.5645e-08 
 GRB201004094   28.416 8.8236e-07    4.2151e-08    5.1225e-07          2.5664e-08 
 GRB180420031   59.392 3.0334e-06    4.0640e-08    1.8744e-06          2.5665e-08 
 GRB100207665   15.360 2.0797e-06    3.7258e-08    1.2581e-06          2.5687e-08 
 GRB150428305   32.512 1.5333e-06    4.7040e-08    8.4760e-07          2.5687e-08 
 GRB240414098   82.176 6.5656e-06    4.7327e-08    3.9452e-06          2.5707e-08 
 GRB181111654   15.104 4.5172e-06    4.1456e-08    2.4762e-06          2.5726e-08 
 GRB130518551    4.096 3.7280e-06    4.9140e-08    1.4234e-06          2.5726e-08 
 GRB140302342   67.584 5.9576e-06    4.4491e-08    3.8059e-06          2.5739e-08 
 GRB180120207   28.928 6.4549e-05    4.9773e-08    3.7209e-05          2.5748e-08 
 GRB120916173   52.993 1.4167e-05    5.3783e-08    7.2366e-06          2.5774e-08 
 GRB090725838   13.760 2.3588e-06    4.6878e-08    1.2904e-06          2.5795e-08 
 GRB090219074    0.448 2.1203e-07    5.4204e-08    9.3011e-08          2.5805e-08 
 GRB210213741   15.360 2.8127e-06    4.6181e-08    1.7292e-06          2.5827e-08 
 GRB220512211    4.480 2.7407e-06    4.4238e-08    1.6257e-06          2.5878e-08 
 GRB150911315   41.728 2.8023e-06    4.5631e-08    1.4921e-06          2.5881e-08 
 GRB160226913  105.472 4.9740e-06    4.6887e-08    2.7093e-06          2.5884e-08 
 GRB230330191   56.061 4.4931e-06    4.7189e-08    2.4887e-06          2.5893e-08 
 GRB150527662   63.233 5.0398e-06    4.4666e-08    2.9026e-06          2.5897e-08 
 GRB180423033   54.784 3.1845e-06    4.7414e-08    1.7819e-06          2.5901e-08 
 GRB210924960   10.240 1.1245e-06    5.0100e-08    5.6768e-07          2.5901e-08 
 GRB210529677    2.368 5.0004e-07    4.5371e-08    2.7793e-07          2.5918e-08 
 GRB140809133   69.120 1.9215e-06    4.3092e-08    9.7414e-07          2.5937e-08 
 GRB210827424   35.585 7.4982e-06    5.4052e-08    4.0415e-06          2.5946e-08 
 GRB140705539   26.880 3.1772e-06    4.8210e-08    1.7094e-06          2.5949e-08 
 GRB131212814    7.424 4.7458e-07    4.9784e-08    2.4482e-07          2.5955e-08 
 GRB130829672    6.656 3.6751e-06    4.9737e-08    2.1361e-06          2.5975e-08 
 GRB230817502   45.313 2.1388e-05    4.7299e-08    1.3395e-05          2.5987e-08 
 GRB200703970   32.513 1.7686e-05    4.7263e-08    9.2550e-06          2.5999e-08 
 GRB090113778   17.408 1.5738e-06    4.8300e-08    8.2699e-07          2.6013e-08 
 GRB190409901    1.600 4.6128e-07    4.1160e-08    2.8993e-07          2.6024e-08 
 GRB210803497    9.216 1.0593e-05    5.2939e-08    5.6689e-06          2.6053e-08 
 GRB230410476   22.272 1.7791e-05    4.7713e-08    1.0005e-05          2.6053e-08 
 GRB131108024   14.592 2.8185e-06    4.7032e-08    1.5607e-06          2.6071e-08 
 GRB231122531   58.113 6.6306e-06    4.7770e-08    3.0769e-06          2.6074e-08 
 GRB090323002  133.890 1.0833e-04    4.1606e-08    5.3903e-05          2.6076e-08 
 GRB240213841   43.009 2.5094e-05    4.8539e-08    1.4449e-05          2.6078e-08 
 GRB240226236   20.224 9.3345e-07    4.5033e-08    4.9507e-07          2.6089e-08 
 GRB200122221    2.816 3.9052e-07    4.9461e-08    2.0159e-07          2.6093e-08 
 GRB220403863   29.184 5.7174e-06    4.3008e-08    2.7596e-06          2.6096e-08 
 GRB130409960   26.112 7.8707e-06    5.1871e-08    4.4056e-06          2.6098e-08 
 GRB170923101   46.080 2.4551e-06    5.5859e-08    1.2671e-06          2.6099e-08 
 GRB180210517   38.913 4.4195e-05    4.8289e-08    2.8667e-05          2.6107e-08 
 GRB090620400   13.568 1.3263e-05    4.2682e-08    9.1839e-06          2.6107e-08 
 GRB231120016   92.416 4.4593e-06    4.9332e-08    1.7960e-06          2.6108e-08 
 GRB131021352   17.664 1.3970e-06    4.6166e-08    6.9654e-07          2.6109e-08 
 GRB200714774   20.736 7.1563e-06    5.5774e-08    4.3666e-06          2.6125e-08 
 GRB161014522   36.609 6.0981e-06    4.6691e-08    3.7142e-06          2.6138e-08 
 GRB120712571   22.528 4.4305e-06    4.5111e-08    2.6067e-06          2.6157e-08 
 GRB240514169    1.408 1.9499e-06    4.2765e-08    8.4116e-07          2.6170e-08 
 GRB120122300   16.701 2.5999e-06    4.8448e-08    1.5523e-06          2.6172e-08 
 GRB170829414   51.457 7.7780e-06    5.0183e-08    4.7277e-06          2.6175e-08 
 GRB140528837   13.568 2.1546e-05    4.8175e-08    1.2363e-05          2.6191e-08 
 GRB191001279   24.000 4.5795e-06    4.7561e-08    2.8029e-06          2.6199e-08 
 GRB130408653    9.216 2.0522e-06    4.8250e-08    1.1624e-06          2.6213e-08 
 GRB110618760   89.601 9.7807e-06    5.4356e-08    5.6363e-06          2.6214e-08 
 GRB180720933   23.296 2.8286e-06    4.8621e-08    1.6004e-06          2.6223e-08 
 GRB201026943  281.349 1.0665e-05    4.7757e-08    5.7322e-06          2.6236e-08 
 GRB210701834   68.864 1.1218e-06    4.9404e-08    5.4417e-07          2.6243e-08 
 GRB130815660   37.889 1.1752e-05    4.7943e-08    6.9119e-06          2.6255e-08 
 GRB160912350   32.705 4.0972e-06    4.8019e-08    2.4135e-06          2.6258e-08 
 GRB150928359   53.504 3.5511e-06    4.4867e-08    1.9110e-06          2.6260e-08 
 GRB100810049    2.560 3.9374e-07    4.5979e-08    1.9212e-07          2.6272e-08 
 GRB110729142  408.582 4.6399e-05    4.7781e-08    2.5357e-05          2.6278e-08 
 GRB120331055   16.384 6.7744e-07    5.2000e-08    2.5282e-07          2.6283e-08 
 GRB231210553   79.616 2.3635e-06    4.2757e-08    1.2479e-06          2.6292e-08 
 GRB150520893   15.616 9.3890e-07    5.1923e-08    4.6715e-07          2.6310e-08 
 GRB131211510   44.800 4.5074e-06    4.6453e-08    2.2352e-06          2.6323e-08 
 GRB240912074   88.577 7.7004e-05    4.9681e-08    3.8726e-05          2.6342e-08 
 GRB191213784    9.216 6.4239e-07    5.7491e-08    3.1893e-07          2.6353e-08 
 GRB220415645   23.040 2.8950e-06    4.7357e-08    1.4784e-06          2.6381e-08 
 GRB090419997  184.323 1.3305e-05    5.3034e-08    7.2703e-06          2.6426e-08 
 GRB230803977   27.905 3.4323e-06    8.5781e-08    1.9120e-06          2.6427e-08 
 GRB081130629   39.169 2.6994e-06    4.9250e-08    1.5707e-06          2.6450e-08 
 GRB210928084   23.808 4.6363e-05    4.9933e-08    2.0510e-05          2.6459e-08 
 GRB091015129    3.840 1.5900e-06    5.5398e-08    7.8827e-07          2.6479e-08 
 GRB221221944    7.424 1.0728e-05    4.6150e-08    5.9632e-06          2.6484e-08 
 GRB190707285   36.353 1.1372e-05    4.8668e-08    6.1705e-06          2.6547e-08 
 GRB160223670  288.005 1.2170e-05    4.8005e-08    6.9541e-06          2.6549e-08 
 GRB130213905   15.360 9.8741e-07    4.9718e-08    4.9650e-07          2.6555e-08 
 GRB150527283   20.736 2.6008e-06    4.8549e-08    1.3981e-06          2.6557e-08 
 GRB191031025  200.196 4.3239e-06    4.9023e-08    2.4524e-06          2.6560e-08 
 GRB150902733   13.568 8.3192e-05    5.1999e-08    3.8903e-05          2.6567e-08 
 GRB160814622    1.664 3.9107e-07    5.3157e-08    2.1732e-07          2.6586e-08 
 GRB221108472   15.104 1.2647e-06    4.5334e-08    6.3678e-07          2.6594e-08 
 GRB170310883   18.176 1.5359e-06    5.4347e-08    8.6204e-07          2.6595e-08 
 GRB150618674   45.312 3.6792e-06    4.9271e-08    1.9884e-06          2.6599e-08 
 GRB221119627   66.049 3.5192e-05    5.1101e-08    1.8300e-05          2.6603e-08 
 GRB170718152   40.192 3.0268e-06    5.1382e-08    1.6916e-06          2.6614e-08 
 GRB160206430   21.504 2.7962e-06    5.2127e-08    1.5826e-06          2.6615e-08 
 GRB240112914    3.264 7.4339e-07    6.9689e-08    4.6584e-07          2.6625e-08 
 GRB090330279   75.265 1.3734e-05    4.8934e-08    8.2273e-06          2.6642e-08 
 GRB091112928   21.184 4.5698e-06    4.5504e-08    2.6534e-06          2.6678e-08 
 GRB240218084   37.633 4.9914e-06    4.8235e-08    2.8631e-06          2.6693e-08 
 GRB090922539   87.041 1.1046e-05    4.9835e-08    6.4200e-06          2.6693e-08 
 GRB200925610   50.176 3.0068e-06    5.7977e-08    1.6886e-06          2.6694e-08 
 GRB150726877   46.849 6.8193e-06    5.4915e-08    4.0112e-06          2.6696e-08 
 GRB231030050   34.049 3.7821e-06    5.8126e-08    1.5906e-06          2.6701e-08 
 GRB140619490    0.448 2.1028e-07    4.3831e-08    1.2755e-07          2.6719e-08 
 GRB141016897   17.405 3.5790e-06    4.8085e-08    2.1163e-06          2.6719e-08 
 GRB240804796   52.736 4.4429e-06    5.3786e-08    1.7633e-06          2.6726e-08 
 GRB091024380  450.569 2.5535e-05    4.8045e-08    1.4747e-05          2.6739e-08 
 GRB141030746    8.960 2.3058e-06    5.0437e-08    1.3732e-06          2.6740e-08 
 GRB090815946  245.508 3.9911e-06    5.1065e-08    2.1611e-06          2.6750e-08 
 GRB230524357   11.008 1.4201e-06    4.2457e-08    8.9879e-07          2.6751e-08 
 GRB160621497  251.136 4.6507e-06    4.8434e-08    2.5305e-06          2.6763e-08 
 GRB180506077   44.033 8.3008e-06    5.0203e-08    4.5200e-06          2.6785e-08 
 GRB170423872    9.984 6.3122e-06    4.7537e-08    3.5349e-06          2.6815e-08 
 GRB180208764   17.408 1.3225e-06    4.9730e-08    7.4723e-07          2.6815e-08 
 GRB111230683   28.160 2.8960e-06    5.0069e-08    1.4658e-06          2.6819e-08 
 GRB110520302   12.288 1.0428e-06    5.1064e-08    5.7598e-07          2.6819e-08 
 GRB160219673  144.386 1.0218e-05    5.1053e-08    5.3582e-06          2.6834e-08 
 GRB200110518  153.859 1.3972e-05    4.3475e-08    8.4385e-06          2.6838e-08 
 GRB171126235    1.472 7.1957e-06    4.9012e-08    4.8423e-06          2.6839e-08 
 GRB100228544   67.072 2.7683e-06    5.0460e-08    1.4570e-06          2.6840e-08 
 GRB160104918   44.288 2.7282e-06    5.5638e-08    1.4567e-06          2.6845e-08 
 GRB230513929    4.800 6.2141e-07    5.3376e-08    3.4105e-07          2.6868e-08 
 GRB190202234   97.536 6.2889e-06    4.8819e-08    3.4567e-06          2.6871e-08 
 GRB111010709   52.993 1.2556e-05    5.2485e-08    6.4757e-06          2.6874e-08 
 GRB180803590    0.384 1.8976e-07    5.1973e-08    1.0349e-07          2.6904e-08 
 GRB180511606    9.216 1.3554e-06    5.1422e-08    8.0767e-07          2.6905e-08 
 GRB160628136    5.888 7.5133e-07    5.1330e-08    4.2044e-07          2.6919e-08 
 GRB201215266   13.056 2.6593e-06    4.8179e-08    1.5916e-06          2.6924e-08 
 GRB210127268   33.280 9.1970e-07    4.9429e-08    4.9960e-07          2.6927e-08 
 GRB101130074    7.168 3.2042e-07    4.9095e-08    1.6865e-07          2.6934e-08 
 GRB180718763   98.306 1.4900e-05    4.9558e-08    6.2723e-06          2.6960e-08 
 GRB130623396   44.544 1.0690e-06    4.8327e-08    5.9497e-07          2.6966e-08 
 GRB130407800   32.000 1.7462e-06    4.9528e-08    8.8759e-07          2.6975e-08 
 GRB150707124  112.384 2.5310e-05    5.2089e-08    1.3219e-05          2.6985e-08 
 GRB180222239   50.689 6.6307e-06    4.9100e-08    4.0768e-06          2.7000e-08 
 GRB240220469   20.736 7.4499e-06    4.9145e-08    4.3898e-06          2.7008e-08 
 GRB170521882    7.680 9.4081e-07    4.9725e-08    5.4702e-07          2.7009e-08 
 GRB090829702  101.633 4.8119e-06    5.5999e-08    2.6674e-06          2.7020e-08 
 GRB120604220   10.496 1.2347e-06    5.1016e-08    7.1370e-07          2.7034e-08 
 GRB170127067    0.128 5.5868e-06    5.3191e-08    1.2868e-06          2.7037e-08 
 GRB141031304   19.456 4.9279e-06    6.0770e-08    2.7425e-06          2.7066e-08 
 GRB240408043  219.136 6.4926e-06    5.0097e-08    3.3370e-06          2.7071e-08 
 GRB130830864   83.968 1.8924e-06    4.8054e-08    1.0624e-06          2.7074e-08 
 GRB240914298   12.288 1.4598e-05    4.9389e-08    7.8847e-06          2.7075e-08 
 GRB090413122   32.513 3.2266e-06    4.9155e-08    1.9693e-06          2.7088e-08 
 GRB200502574   25.344 5.4530e-06    5.0065e-08    3.0325e-06          2.7092e-08 
 GRB190507970   36.352 1.1429e-05    4.9447e-08    6.9236e-06          2.7096e-08 
 GRB090915650   76.609 2.9873e-06    4.4259e-08    1.7215e-06          2.7108e-08 
 GRB100528075   22.464 2.7120e-05    5.0518e-08    1.4110e-05          2.7110e-08 
 GRB201201120   44.288 2.5914e-06    5.5694e-08    1.5099e-06          2.7113e-08 
 GRB130331566   13.824 9.3307e-06    5.0478e-08    5.4656e-06          2.7120e-08 
 GRB140917512   16.512 6.2211e-06    4.9016e-08    2.9653e-06          2.7130e-08 
 GRB170205521    5.376 1.5164e-06    5.1269e-08    6.4872e-07          2.7159e-08 
 GRB131202633   19.968 8.1695e-07    5.2580e-08    4.4699e-07          2.7186e-08 
 GRB131002288   55.040 1.1993e-06    5.5311e-08    6.7133e-07          2.7190e-08 
 GRB201207977   17.408 1.2907e-05    5.0007e-08    7.6741e-06          2.7194e-08 
 GRB091026550    8.960 1.3765e-06    7.1983e-08    7.1693e-07          2.7196e-08 
 GRB130208684   41.472 2.2549e-06    5.0101e-08    1.3591e-06          2.7220e-08 
 GRB150702998   45.825 1.1741e-05    5.4028e-08    5.3850e-06          2.7232e-08 
 GRB140701567   25.088 2.6478e-06    3.9289e-08    1.6097e-06          2.7256e-08 
 GRB110213220   34.305 9.3723e-06    5.1569e-08    4.7191e-06          2.7267e-08 
 GRB231118720    5.760 7.4027e-06    5.0124e-08    3.9879e-06          2.7273e-08 
 GRB240314480   18.176 1.4393e-06    4.2015e-08    9.0109e-07          2.7295e-08 
 GRB120611108   49.921 4.5256e-06    4.8502e-08    2.2917e-06          2.7306e-08 
 GRB161005977   19.456 1.2365e-06    4.3229e-08    7.0724e-07          2.7319e-08 
 GRB190321363   55.809 6.5899e-06    5.3990e-08    3.5173e-06          2.7340e-08 
 GRB231123809   52.481 2.2087e-06    5.1308e-08    1.2363e-06          2.7340e-08 
 GRB120919309   21.248 1.6780e-05    5.2425e-08    9.5150e-06          2.7341e-08 
 GRB190425089    7.680 4.2721e-07    5.0273e-08    2.3156e-07          2.7360e-08 
 GRB110302043   38.336 3.7301e-06    6.0450e-08    1.6691e-06          2.7374e-08 
 GRB140408553    7.680 6.5710e-07    5.4178e-08    4.0632e-07          2.7376e-08 
 GRB140715231   77.312 9.6496e-06    5.6802e-08    5.3636e-06          2.7398e-08 
 GRB100117879    0.256 4.2261e-07    6.9345e-08    1.9755e-07          2.7403e-08 
 GRB220618382   43.777 3.3780e-06    4.9904e-08    1.9910e-06          2.7407e-08 
 GRB160111115   26.880 2.6274e-06    5.0292e-08    1.2465e-06          2.7428e-08 
 GRB230608468   15.872 8.5521e-07    5.3646e-08    4.5135e-07          2.7430e-08 
 GRB200619252   15.104 2.3436e-06    5.2638e-08    1.4384e-06          2.7456e-08 
 GRB221103285  140.290 1.3112e-05    5.2907e-08    7.3008e-06          2.7466e-08 
 GRB150110433   74.304 7.9692e-06    5.7576e-08    4.1786e-06          2.7482e-08 
