 name         t90      fluence    fluence_error fluence_batse fluence_batse_error 
 GRB130919985   17.408 3.3617e-06    1.4605e-07    1.4993e-06          3.9253e-08 
 GRB131117766   93.954 1.4376e-05    7.8045e-08    8.9291e-06          3.9258e-08 
 GRB110825102   62.465 4.6129e-05    1.1104e-07    2.4595e-05          3.9292e-08 
 GRB180401280   33.792 5.3859e-06    7.7737e-08    3.1437e-06          3.9315e-08 
 GRB130216927    6.592 5.9199e-06    6.0640e-08    3.7918e-06          3.9320e-08 
 GRB161228405   50.176 3.2743e-06    6.9125e-08    1.9222e-06          3.9357e-08 
 GRB120119354   16.896 2.7930e-06    7.8377e-08    1.6555e-06          3.9379e-08 
 GRB150913161   20.992 1.0365e-05    7.1500e-08    5.6913e-06          3.9383e-08 
 GRB170209048   39.677 1.0732e-05    7.7227e-08    6.4651e-06          3.9401e-08 
 GRB090717034   65.537 2.3235e-05    7.4601e-08    1.3078e-05          3.9452e-08 
 GRB110521478    6.141 3.6081e-06    8.0652e-08    1.7098e-06          3.9500e-08 
 GRB120218276  256.260 1.1394e-05    8.0140e-08    6.3132e-06          3.9506e-08 
 GRB170306588   18.944 2.6920e-05    7.1729e-08    1.4841e-05          3.9529e-08 
 GRB131122490   23.040 2.8319e-05    7.3669e-08    1.4930e-05          3.9548e-08 
 GRB190131109   49.920 3.4568e-06    7.3608e-08    1.8226e-06          3.9561e-08 
 GRB090625560   13.056 2.3679e-06    6.8170e-08    1.4577e-06          3.9596e-08 
 GRB211116586   19.968 1.1156e-05    6.9340e-08    6.1750e-06          3.9603e-08 
 GRB160316573   17.920 3.4895e-06    7.1833e-08    2.1003e-06          3.9610e-08 
 GRB150424403   36.096 3.8455e-06    7.9191e-08    1.9616e-06          3.9629e-08 
 GRB090516353  123.138 1.6267e-05    7.9118e-08    8.8159e-06          3.9654e-08 
 GRB150105257   80.641 3.3542e-05    7.0366e-08    1.6914e-05          3.9672e-08 
 GRB141221897   32.513 7.4393e-06    7.1278e-08    4.6061e-06          3.9718e-08 
 GRB190719624  175.620 7.1179e-06    7.0195e-08    3.9188e-06          3.9801e-08 
 GRB130114019    8.704 1.1132e-06    7.5281e-08    4.4201e-07          3.9860e-08 
 GRB191028174    4.864 1.0338e-06    6.8234e-08    6.5592e-07          3.9885e-08 
 GRB170510217  127.746 4.3867e-05    7.6434e-08    2.2620e-05          3.9905e-08 
 GRB120512112   18.176 1.2404e-05    7.1173e-08    6.6863e-06          3.9943e-08 
 GRB150222450   65.281 1.9539e-05    7.4831e-08    1.0710e-05          3.9978e-08 
 GRB110421757   40.449 1.0599e-05    7.7713e-08    5.4867e-06          4.0039e-08 
 GRB191111547  158.212 8.6363e-06    7.6276e-08    4.6780e-06          4.0056e-08 
 GRB190824616  108.546 1.0378e-05    7.3342e-08    5.8624e-06          4.0105e-08 
 GRB120719146   75.009 1.3548e-05    8.3501e-08    8.1206e-06          4.0171e-08 
 GRB220101930   34.560 6.1199e-06    7.7596e-08    3.6573e-06          4.0183e-08 
 GRB110205027    5.376 4.5134e-07    6.4381e-08    3.0110e-07          4.0241e-08 
 GRB151118554   40.897 4.2700e-06    6.5149e-08    2.6455e-06          4.0283e-08 
 GRB220124074   53.760 2.7243e-06    6.6932e-08    1.6444e-06          4.0363e-08 
 GRB090423330    7.168 8.1640e-07    7.1500e-08    4.3594e-07          4.0463e-08 
 GRB100619015   96.002 1.1290e-05    7.3924e-08    5.9536e-06          4.0538e-08 
 GRB110706477   73.217 6.7157e-06    7.0660e-08    4.0599e-06          4.0552e-08 
 GRB110101506  235.523 6.6288e-06    7.2346e-08    3.5277e-06          4.0575e-08 
 GRB131217183    9.216 5.7467e-06    7.9917e-08    2.8860e-06          4.0658e-08 
 GRB160717813   66.817 1.6963e-05    6.8118e-08    9.9647e-06          4.0673e-08 
 GRB200101861    9.984 9.1089e-05    7.6102e-08    3.4200e-05          4.0706e-08 
 GRB201019484   13.568 3.1099e-06    6.3822e-08    2.0531e-06          4.0756e-08 
 GRB201006054    4.288 6.8831e-07    1.2386e-07    2.8488e-07          4.0801e-08 
 GRB100829876    8.704 1.4989e-05    7.1954e-08    9.0695e-06          4.0864e-08 
 GRB171004857    8.192 1.3102e-06    7.6065e-08    6.9777e-07          4.0867e-08 
 GRB110123804   17.856 1.9037e-05    5.9898e-08    1.1332e-05          4.0889e-08 
 GRB181010247    9.728 7.7576e-07    7.3545e-08    4.4021e-07          4.0915e-08 
 GRB190202634   17.152 1.5310e-06    7.7890e-08    9.4067e-07          4.0951e-08 
 GRB100510810   31.169 3.7181e-06    5.0843e-08    1.8579e-06          4.0957e-08 
 GRB230728560  131.587 5.0212e-06    7.3840e-08    2.6692e-06          4.0976e-08 
 GRB140824606  108.802 1.2611e-05    7.5641e-08    7.9002e-06          4.0990e-08 
 GRB231215408   16.128 5.9323e-05    7.8989e-08    2.1160e-05          4.1000e-08 
 GRB100805300    0.064 2.0432e-07    7.3536e-08    1.1064e-07          4.1030e-08 
 GRB181028590   29.697 3.1137e-05    7.3049e-08    1.6901e-05          4.1034e-08 
 GRB101117496   50.177 8.2414e-06    7.6907e-08    4.8688e-06          4.1142e-08 
 GRB160912521   84.481 2.2945e-05    9.4042e-08    1.3151e-05          4.1142e-08 
 GRB120226447   14.592 5.8476e-06    7.8484e-08    3.1979e-06          4.1150e-08 
 GRB190611950  100.610 8.3951e-05    7.1703e-08    4.3827e-05          4.1228e-08 
 GRB140706815   43.776 2.4869e-06    7.8030e-08    1.3197e-06          4.1244e-08 
 GRB171230048    9.984 8.4900e-06    7.6879e-08    4.3186e-06          4.1324e-08 
 GRB130206817   91.585 2.5681e-06    7.0511e-08    1.5335e-06          4.1352e-08 
 GRB151129333   52.224 3.9498e-06    7.5475e-08    2.2335e-06          4.1364e-08 
 GRB230517462   23.296 1.4492e-05    8.0512e-08    8.0220e-06          4.1368e-08 
 GRB140218427   53.505 5.6143e-06    6.1862e-08    3.1813e-06          4.1389e-08 
 GRB130510877   29.440 3.2106e-06    7.1797e-08    1.6788e-06          4.1560e-08 
 GRB200103689   68.096 1.5580e-06    9.7420e-08    7.6473e-07          4.1571e-08 
 GRB110921912   17.664 3.6311e-05    7.8966e-08    1.4564e-05          4.1638e-08 
 GRB201007123  195.332 2.1519e-05    7.1811e-08    1.2627e-05          4.1676e-08 
 GRB140630505   63.745 7.6320e-06    7.6928e-08    4.4171e-06          4.1765e-08 
 GRB101112924    9.472 2.2595e-06    7.7053e-08    1.3878e-06          4.1848e-08 
 GRB120624309    0.640 5.1400e-06    7.6071e-08    2.5545e-06          4.1883e-08 
 GRB170409112   64.001 2.9474e-04    7.5099e-08    9.9350e-05          4.1899e-08 
 GRB240828622   41.473 7.6363e-05    7.9102e-08    3.0240e-05          4.1912e-08 
 GRB180401846   23.040 2.2974e-05    8.9792e-08    1.3322e-05          4.1915e-08 
 GRB160223416   17.920 3.6135e-06    7.2351e-08    2.1560e-06          4.1948e-08 
 GRB171211844  148.226 1.4771e-05    8.1606e-08    8.6169e-06          4.1963e-08 
 GRB110903111  341.254 3.4703e-05    7.6100e-08    1.8877e-05          4.1964e-08 
 GRB160521385    2.816 1.2129e-05    7.5724e-08    7.8766e-06          4.2023e-08 
 GRB240604936   40.192 2.9743e-06    7.7005e-08    1.5944e-06          4.2149e-08 
 GRB130517781   33.280 1.9705e-05    7.8559e-08    1.0913e-05          4.2166e-08 
 GRB201008754   55.041 4.9568e-06    8.0670e-08    2.8072e-06          4.2228e-08 
 GRB080727964   89.089 1.3298e-05    7.9086e-08    6.4549e-06          4.2237e-08 
 GRB210328865   54.785 1.1056e-05    8.0972e-08    6.7027e-06          4.2299e-08 
 GRB111012456   20.736 1.6452e-05    8.2624e-08    1.0116e-05          4.2318e-08 
 GRB150911588   46.081 9.0896e-06    7.8408e-08    5.5539e-06          4.2333e-08 
 GRB130612141    7.424 6.8023e-07    6.2593e-08    3.2392e-07          4.2382e-08 
 GRB170301812   12.544 1.0891e-06    6.8732e-08    6.6458e-07          4.2390e-08 
 GRB081012549   30.721 4.5060e-06    1.1248e-07    1.8005e-06          4.2400e-08 
 GRB131215298   23.040 8.0468e-06    9.0293e-08    3.8303e-06          4.2410e-08 
 GRB200908886    6.144 1.2339e-06    1.0852e-07    4.6880e-07          4.2467e-08 
 GRB150426594   22.528 1.0847e-05    8.1284e-08    6.3235e-06          4.2496e-08 
 GRB090730608    9.088 3.1830e-06    7.5499e-08    1.9213e-06          4.2588e-08 
 GRB100620119   51.841 3.7157e-06    8.4303e-08    2.3867e-06          4.2625e-08 
 GRB201216963   29.953 1.3632e-04    7.8642e-08    6.4533e-05          4.2658e-08 
 GRB110923835   46.398 4.0919e-06    7.8498e-08    2.2020e-06          4.2733e-08 
 GRB170621784   32.000 1.6691e-06    6.4928e-08    1.0377e-06          4.2734e-08 
 GRB230830792   20.992 2.0740e-06    7.9966e-08    1.0862e-06          4.2751e-08 
 GRB171023097   64.257 3.6446e-06    9.2623e-08    1.8127e-06          4.2802e-08 
 GRB101013412   15.360 6.4104e-06    7.6062e-08    3.4782e-06          4.2844e-08 
 GRB181008877  224.516 2.6304e-05    7.8636e-08    1.3626e-05          4.2880e-08 
 GRB201104001   52.480 1.3058e-05    7.4764e-08    4.8519e-06          4.2939e-08 
 GRB111127810   19.008 8.6427e-06    5.1802e-08    4.3134e-06          4.3041e-08 
 GRB090711850   51.969 5.7921e-06    1.3083e-07    2.8861e-06          4.3065e-08 
 GRB220324110   44.289 6.7492e-06    7.3888e-08    4.0448e-06          4.3110e-08 
 GRB211211909   54.272 4.8277e-06    8.0304e-08    2.6067e-06          4.3135e-08 
 GRB130821674   87.041 5.6070e-05    9.1521e-08    2.9192e-05          4.3182e-08 
 GRB200219998   21.632 1.7464e-05    7.9931e-08    9.9954e-06          4.3274e-08 
 GRB130327350   31.233 5.1995e-05    8.0581e-08    2.7462e-05          4.3317e-08 
 GRB240215828   21.760 9.8077e-06    8.1278e-08    5.3079e-06          4.3486e-08 
 GRB170424425   53.249 2.0288e-05    7.7006e-08    1.0321e-05          4.3493e-08 
 GRB160720767   69.889 1.3302e-04    8.1054e-08    7.3759e-05          4.3511e-08 
 GRB100131730    3.520 7.3386e-06    7.6083e-08    4.2925e-06          4.3547e-08 
 GRB160201883   40.510 5.3105e-06    8.0009e-08    2.7009e-06          4.3593e-08 
 GRB101206036   34.813 5.8414e-06    8.1902e-08    3.1173e-06          4.3613e-08 
 GRB240608104   71.425 3.8774e-06    7.9331e-08    2.0762e-06          4.3614e-08 
 GRB170906030   78.849 9.4607e-05    7.8311e-08    4.9038e-05          4.3664e-08 
 GRB130811186   44.801 6.3819e-06    7.8857e-08    3.2288e-06          4.3728e-08 
 GRB210725158   47.104 1.2842e-06    7.2252e-08    6.7724e-07          4.3730e-08 
 GRB211212394   42.496 2.9902e-06    8.1623e-08    1.6667e-06          4.3743e-08 
 GRB091101143   10.688 7.8384e-06    7.8792e-08    4.2665e-06          4.3793e-08 
 GRB130905377   21.248 4.4426e-06    8.1592e-08    2.4555e-06          4.3836e-08 
 GRB080730786   13.312 6.3460e-06    8.3102e-08    3.9581e-06          4.3855e-08 
 GRB220304228   31.489 6.9942e-05    9.3838e-08    3.8711e-05          4.3856e-08 
 GRB110706728   16.896 2.3410e-06    7.3671e-08    1.3913e-06          4.3938e-08 
 GRB081206275   24.576 3.8644e-06    6.4918e-08    2.5244e-06          4.3942e-08 
 GRB171227000   37.633 2.8962e-04    8.4625e-08    1.0530e-04          4.3961e-08 
 GRB150127589   60.929 5.7789e-05    7.8301e-08    3.2165e-05          4.4005e-08 
 GRB180804931   18.432 8.1538e-06    8.2767e-08    4.6491e-06          4.4065e-08 
 GRB120204054   49.089 9.6000e-05    8.7126e-08    5.2582e-05          4.4099e-08 
 GRB090528516   79.041 4.3518e-05    8.8506e-08    2.4541e-05          4.4159e-08 
 GRB170916700    5.120 1.0134e-06    8.5071e-08    5.5991e-07          4.4168e-08 
 GRB160416022   26.621 5.0656e-06    1.0685e-07    2.6100e-06          4.4245e-08 
 GRB230506214   26.369 1.7535e-05    6.7012e-08    9.8877e-06          4.4254e-08 
 GRB110819665   16.384 3.0361e-06    8.2342e-08    1.7692e-06          4.4258e-08 
 GRB200829582    6.912 2.1351e-04    1.0470e-07    1.0413e-04          4.4268e-08 
 GRB100811781   78.080 4.6752e-06    7.6276e-08    2.5697e-06          4.4279e-08 
 GRB090606471    8.064 9.4591e-07    8.7350e-08    5.5962e-07          4.4279e-08 
 GRB100615083   37.377 8.7234e-06    8.1997e-08    4.8598e-06          4.4336e-08 
 GRB240610002   47.361 6.8039e-06    7.9890e-08    3.9863e-06          4.4378e-08 
 GRB230210260   32.512 2.3800e-06    8.6421e-08    1.3224e-06          4.4411e-08 
 GRB240129632   28.416 4.6688e-06    8.2664e-08    2.4483e-06          4.4412e-08 
 GRB140512814  147.970 2.9345e-05    8.1353e-08    1.4972e-05          4.4473e-08 
 GRB181014479   33.537 1.0197e-05    8.8568e-08    5.7294e-06          4.4517e-08 
 GRB221202904   26.113 1.5890e-05    8.2966e-08    1.0166e-05          4.4551e-08 
 GRB140508179   19.456 3.3351e-06    8.3258e-08    2.0184e-06          4.4587e-08 
 GRB081122520   23.296 7.5441e-06    7.8542e-08    4.6150e-06          4.4588e-08 
 GRB091031500   33.921 1.5292e-05    8.6477e-08    8.0386e-06          4.4655e-08 
 GRB230322873  200.452 1.7446e-05    8.0140e-08    8.8862e-06          4.4800e-08 
 GRB230614424    6.080 2.0123e-05    7.2426e-08    1.1950e-05          4.4808e-08 
 GRB140911012  116.736 6.7844e-06    8.6314e-08    3.6646e-06          4.4845e-08 
 GRB120223933   14.336 3.8791e-06    8.7982e-08    2.1091e-06          4.4848e-08 
 GRB090518244    6.784 2.1052e-06    6.8263e-08    1.3832e-06          4.4986e-08 
 GRB150513856  158.978 7.5426e-06    8.5053e-08    4.1613e-06          4.5103e-08 
 GRB080717543   36.608 4.4599e-06    7.6842e-08    2.3711e-06          4.5117e-08 
 GRB231028935   44.801 6.9903e-06    8.5520e-08    4.1066e-06          4.5138e-08 
 GRB110227420   25.600 2.4206e-06    8.4139e-08    1.3395e-06          4.5239e-08 
 GRB240328798   78.593 3.7794e-06    8.1933e-08    2.0827e-06          4.5498e-08 
 GRB140928437   17.920 4.4723e-06    8.3463e-08    1.7003e-06          4.5579e-08 
 GRB170113420   49.152 2.0371e-06    7.9106e-08    1.0373e-06          4.5781e-08 
 GRB190404293    9.472 9.4758e-07    8.2899e-08    5.2090e-07          4.5820e-08 
 GRB101201418  112.639 2.3743e-05    9.8978e-08    1.2122e-05          4.5827e-08 
 GRB200702892   23.040 1.0551e-06    8.1379e-08    5.6789e-07          4.5916e-08 
 GRB090704242   69.889 8.4825e-06    9.9610e-08    4.1674e-06          4.5954e-08 
 GRB201029847  105.474 3.6882e-06    8.7883e-08    2.0515e-06          4.5978e-08 
 GRB170207906   38.913 5.4200e-05    9.0799e-08    2.4499e-05          4.6007e-08 
 GRB140106345   33.024 2.4567e-06    8.3633e-08    1.3386e-06          4.6027e-08 
 GRB100709602  100.098 8.0761e-06    7.5314e-08    4.9960e-06          4.6050e-08 
 GRB130214800   13.760 5.9829e-06    9.1046e-08    3.2289e-06          4.6153e-08 
 GRB210524473   31.168 1.8246e-06    8.6162e-08    9.9897e-07          4.6167e-08 
 GRB210724105   13.568 1.6027e-06    8.8943e-08    9.5202e-07          4.6248e-08 
 GRB121019233   14.336 5.8857e-07    8.3598e-08    3.1909e-07          4.6273e-08 
 GRB080916406   46.337 7.8107e-06    8.1758e-08    4.7286e-06          4.6306e-08 
 GRB101011707   36.352 2.7101e-06    9.0957e-08    1.4475e-06          4.6334e-08 
 GRB120908873   46.849 1.2703e-05    8.5373e-08    8.0028e-06          4.6337e-08 
 GRB100919884   49.601 5.7601e-06    8.6105e-08    3.2977e-06          4.6363e-08 
 GRB120227391   19.712 3.7420e-06    8.3346e-08    1.9149e-06          4.6405e-08 
 GRB090528173   35.905 6.5647e-06    1.1440e-07    2.7788e-06          4.6430e-08 
 GRB191110587   14.848 2.1614e-06    7.6609e-08    1.1363e-06          4.6481e-08 
 GRB150306993   18.944 2.7014e-05    9.6784e-08    1.7281e-05          4.6613e-08 
 GRB110319815   31.232 2.4923e-06    8.5319e-08    1.3885e-06          4.6647e-08 
 GRB190118937    0.576 6.2764e-07    8.4368e-08    3.1701e-07          4.6658e-08 
 GRB151011136   25.344 7.5527e-06    9.2546e-08    4.4636e-06          4.6752e-08 
 GRB131209547   13.568 1.3674e-05    8.8332e-08    7.4187e-06          4.6881e-08 
 GRB190620507   51.713 5.1455e-05    8.6317e-08    2.4920e-05          4.6906e-08 
 GRB110318552   14.464 8.1527e-06    7.8390e-08    4.8885e-06          4.6945e-08 
 GRB100525744    1.472 6.4408e-07    9.4815e-08    4.2259e-07          4.6965e-08 
 GRB150220598  144.643 2.4133e-05    8.4401e-08    1.3984e-05          4.6972e-08 
 GRB180821653   13.568 1.0725e-06    9.2889e-08    5.7786e-07          4.7015e-08 
 GRB110928180  148.226 1.4150e-05    9.3553e-08    8.2252e-06          4.7065e-08 
 GRB080913735   41.217 3.5447e-06    8.6707e-08    2.1233e-06          4.7079e-08 
 GRB150131951    8.192 2.4878e-06    9.1137e-08    1.4121e-06          4.7095e-08 
 GRB140818229  109.250 2.9501e-05    6.4576e-08    1.8503e-05          4.7206e-08 
 GRB201016136  165.123 4.5372e-06    8.3223e-08    2.4846e-06          4.7250e-08 
 GRB200418865   38.145 2.1753e-06    8.8373e-08    1.1933e-06          4.7384e-08 
 GRB081110601   11.776 5.4107e-06    1.0098e-07    3.0598e-06          4.7391e-08 
 GRB120926426   60.161 4.3826e-06    9.1741e-08    2.6014e-06          4.7485e-08 
 GRB210531500   20.480 6.8924e-05    9.1109e-08    3.8509e-05          4.7512e-08 
 GRB130304410   67.841 3.7015e-05    9.1510e-08    1.5275e-05          4.7556e-08 
 GRB191118925   36.353 1.0375e-05    8.9766e-08    5.8210e-06          4.7596e-08 
 GRB140612294   38.913 4.1045e-06    8.9186e-08    2.3978e-06          4.7758e-08 
 GRB120226871   52.993 5.2036e-05    9.1383e-08    2.7152e-05          4.7769e-08 
 GRB150607330   26.173 3.9912e-06    9.5747e-08    2.3456e-06          4.7782e-08 
 GRB091123081   15.552 2.1305e-06    8.8395e-08    1.1369e-06          4.7807e-08 
 GRB160821857   43.009 5.2221e-04    8.5864e-08    1.8742e-04          4.7821e-08 
 GRB091230712   35.137 2.5816e-06    8.6790e-08    1.5032e-06          4.7860e-08 
 GRB240318180    1.216 2.7121e-07    8.4834e-08    1.6114e-07          4.7915e-08 
 GRB131209963    4.096 6.5666e-07    7.3783e-08    4.4763e-07          4.8111e-08 
 GRB200524211   37.761 1.3964e-05    9.1271e-08    7.9126e-06          4.8215e-08 
 GRB210101620   23.297 1.1588e-06    1.1253e-07    5.0665e-07          4.8271e-08 
 GRB110730660   33.856 7.9689e-06    9.2023e-08    4.0007e-06          4.8300e-08 
 GRB100413732  184.067 8.9809e-06    9.3272e-08    4.9152e-06          4.8302e-08 
 GRB160515819   84.481 5.9999e-06    9.1345e-08    3.1857e-06          4.8314e-08 
 GRB200412290   12.606 2.8750e-05    9.7405e-08    1.6160e-05          4.8401e-08 
 GRB130614997    9.280 6.7209e-06    9.6617e-08    3.5119e-06          4.8443e-08 
 GRB100225115   12.992 5.8548e-06    8.1813e-08    3.0632e-06          4.8518e-08 
 GRB140506880   64.128 6.5933e-06    1.1836e-07    3.2246e-06          4.8556e-08 
 GRB181026540   44.800 5.7028e-06    8.9035e-08    3.2785e-06          4.8569e-08 
 GRB210303425   13.056 2.5454e-06    8.0691e-08    1.4891e-06          4.8596e-08 
 GRB140306146   51.713 5.7804e-05    8.8872e-08    2.0853e-05          4.8638e-08 
 GRB201121062   59.649 1.1026e-05    9.4094e-08    5.1928e-06          4.8702e-08 
 GRB090530760  157.699 6.1037e-05    1.0546e-07    3.3053e-05          4.8717e-08 
 GRB090610723  146.434 3.7413e-06    9.2493e-08    2.0621e-06          4.8764e-08 
 GRB120412055    9.728 1.2463e-06    8.5753e-08    6.8138e-07          4.8881e-08 
 GRB130218261   37.121 9.4331e-06    1.0626e-07    5.1243e-06          4.8935e-08 
 GRB160609941   60.160 2.1305e-06    9.7318e-08    1.1630e-06          4.8941e-08 
 GRB200311636   52.481 4.2543e-05    1.2789e-07    1.4565e-05          4.8942e-08 
 GRB190406465   15.104 1.5556e-06    8.1773e-08    9.6440e-07          4.8950e-08 
 GRB200705674   16.128 1.2876e-06    9.5971e-08    7.2325e-07          4.9192e-08 
 GRB201017407    8.960 1.4105e-06    8.0514e-08    8.3685e-07          4.9227e-08 
 GRB140330180   34.049 5.6892e-06    8.7242e-08    3.0754e-06          4.9232e-08 
 GRB160106948   39.425 4.5257e-05    9.1402e-08    2.1845e-05          4.9255e-08 
