name        t90     t90_error fluence_batse fluence_batse_error flux_batse_1024 flux_batse_1024_error flux_batse_64 flux_batse_64_error
GRB190919764  41.985    0.810   9.5254e-06         2.8154e-08         3.8485               0.1331       4.8993             0.5566
GRB110321346  30.720   10.764   6.1236e-07         2.3853e-08         0.3528               0.0518       0.6653             0.3383
GRB220618761   0.064    0.885   1.5135e-08         1.1443e-08        -0.0022               0.0015       0.0061             0.0068
GRB150203545  23.808    1.619   2.2000e-06         1.1369e-08         1.7547               0.1375       4.1826             0.7360
GRB091120191  50.177    2.111   1.6140e-05         2.0002e-07         7.2795               0.2643      10.9465             1.0817
GRB190308923  45.568    2.828   7.8443e-07         1.9196e-08         1.3068               0.0888       3.2328             0.5447
GRB230204906 216.068    0.572   3.5371e-05         1.8922e-08         3.6228               0.1763       5.2971             0.8662
GRB131202633  19.968    7.748   4.4699e-07         2.7186e-08         0.4325               0.0648       0.8694             0.3140
GRB150604434   0.896    0.143   2.2371e-07         6.0984e-09         1.2208               0.0787       6.2213             0.6466
GRB230707141  28.928    0.572   4.4210e-06         1.9872e-08         2.6405               0.1064       3.4277             0.4660
GRB120805706   1.856    1.296   9.6370e-08         1.1282e-08         0.4991               0.0714       0.7635             0.4449
GRB210803497   9.216    0.528   5.6689e-06         2.6053e-08        11.9403               0.2452      15.4114             1.1762
GRB100727238  23.808    2.769   5.6312e-07         1.3326e-08         0.4077               0.0598       0.6586             0.2494
GRB150630223  22.784    1.864   4.9247e-06         2.9842e-08         3.9972               0.1732       5.6870             0.8404
GRB221005757   8.960    4.579   2.2205e-07         1.1635e-08         0.5092               0.0942       1.3274             0.4515
GRB171209671  13.824    2.111   1.8670e-06         1.3317e-08         3.1871               0.1233       4.3124             0.5426
GRB200319323  20.480    3.167   1.7014e-06         8.1541e-08         1.1161               0.0959       1.6807             0.3901
GRB100107074   0.576    0.465   9.0539e-08         1.0998e-08         0.6259               0.2299       6.4307             1.4885
GRB190220844 108.544    1.280   3.2528e-06         1.5071e-08         0.6169               0.0738       1.3349             0.4262
GRB200326517  96.512    4.419   2.1567e-06         2.4013e-08         1.2044               0.1012       2.0576             0.5206
GRB130707505  76.545    3.083   5.4263e-06         5.8981e-08         1.6586               0.1873       3.7487             0.9806
GRB171022085  37.633    6.720   9.9811e-07         2.3609e-08         1.1147               0.0872       1.9685             0.4151
GRB150912443  33.537    5.843   1.9045e-06         3.1537e-08         0.9817               0.0837       1.6249             0.4285
GRB101216721   1.917    0.551   1.8819e-06         3.8622e-08         7.9958               0.1821      11.5359             0.8528
GRB100204858   1.920    2.375   1.7146e-07         1.4750e-08         0.7081               0.1528       1.9996             0.8645
GRB131123543   3.136    0.716   2.4263e-07         1.4745e-08         0.9599               0.0774       3.1818             0.5548
GRB150422703  36.865    0.572   1.6430e-05         5.2205e-08         6.2182               0.1360       8.1120             0.5779
GRB230904347   0.336    0.480   2.4362e-08         4.0406e-09         0.2474               0.0872       3.0808             0.5045
GRB130909817  33.792    7.322   1.0487e-06         3.2539e-08         0.3992               0.0624       0.9188             0.3335
GRB151229285   3.456    1.032   5.8413e-07         7.2644e-09         2.9668               0.1203       4.8681             0.5714
GRB141223240  94.208    3.974   1.0108e-06         2.5347e-08         0.5609               0.0932       1.2978             0.4339
GRB190117369  35.585    3.974   1.5882e-06         3.7622e-08         1.1637               0.0808       1.8129             0.3558
GRB130507545  60.160    5.938   2.4242e-06         2.4757e-08         1.0168               0.0845       1.6241             0.4104
GRB220426285   5.632    0.362   7.5813e-05         1.9372e-08        98.0737               0.5716     119.6600             2.5333
GRB210807687   7.680    1.864   1.9701e-06         2.8682e-08         3.3125               0.1265       4.0296             0.5644
GRB240213841  43.009    0.572   1.4449e-05         2.6078e-08         6.1489               0.2158      10.0759             0.9993
GRB160925221  50.944    7.718   1.2755e-06         1.2382e-08         0.6435               0.0727       1.3058             0.3167
GRB150904479  23.296    3.692   5.6254e-07         1.6943e-08         0.2441               0.0533       0.6188             0.1935
GRB180712651  54.272    3.114   7.2759e-07         2.2843e-08         0.7327               0.0796       2.6527             0.5755
GRB220907587   8.704    2.721   4.4636e-07         1.4478e-08         0.8321               0.0909       2.0323             0.5084
GRB180306973  39.680    0.724   2.0069e-06         3.3752e-08         0.9021               0.1064       1.9744             0.4756
GRB090502777  66.048    1.619   1.7291e-06         1.6011e-08         1.3873               0.1041       2.9128             0.5145
GRB200420106   0.320    1.036   4.1961e-08         4.3500e-09         0.3954               0.0786       2.0670             0.4077
GRB190511302  27.648    1.145   1.3277e-05         5.5276e-08         7.3189               0.2017       9.3089             0.8542
GRB120922939 182.275   19.777   3.9173e-06         1.1244e-07         0.8158               0.0996       1.1251             0.4053
GRB220223094   8.704    5.043   3.8261e-07         3.9246e-08         0.5489               0.0796       1.0382             0.3333
GRB150528656  13.056    1.278   2.5658e-06         2.2367e-08         3.3725               0.1234       4.2501             0.4334
GRB230119558 114.434    2.360   1.0339e-05         1.7634e-08         1.8117               0.1195       2.8222             0.5425
GRB150324319  13.056    0.724   5.1664e-06         3.0112e-08         3.7199               0.1324       4.8627             0.5845
GRB120712571  22.528    5.431   2.6067e-06         2.6157e-08         1.6054               0.0883       2.4895             0.4066
GRB141122087   1.280    0.945   1.5983e-07         1.2689e-08         0.8441               0.1003       4.1885             0.6046
GRB111114233  22.016    2.673   6.0383e-07         1.4161e-08         0.7407               0.0678       1.2362             0.2951
GRB151122709  51.200   15.496   1.2903e-06         4.9826e-08         0.4951               0.0695       1.2537             0.4081
GRB180722120  12.544    2.187   7.1092e-07         1.1950e-08         1.7313               0.1354       2.4057             0.5234
GRB160605847   5.504    0.842   1.1895e-06         2.1724e-08         3.0885               0.1481       4.9088             0.7714
GRB211002740   4.861    1.280   1.7637e-06         5.7639e-08         2.5920               0.1604       3.7470             0.9617
GRB240215670  28.672    2.415   1.0823e-06         2.3844e-08         0.6955               0.0707       1.2681             0.4108
GRB180806665   8.448    0.923   2.2518e-07         7.1792e-09         0.5086               0.0958       1.2998             0.4330
GRB090520850   3.776    0.923   2.0586e-06         5.5583e-08         2.4773               0.2072       4.2852             1.0023
GRB080723913   0.192    0.345   7.4547e-08         5.1941e-09         0.6865               0.1272       2.6242             0.6576
GRB161218222   0.320    0.516   4.3456e-07         1.5129e-08         1.5784               0.1004       7.6767             0.5555
GRB150326542   4.096    1.056   8.5356e-07         1.1597e-08         1.9306               0.1076       3.2091             0.4868
GRB171030729   0.096    1.016   7.5470e-08         1.4141e-08         0.9218               0.1309       6.0863             1.2042
GRB200224416   0.064    1.922   5.1579e-08         5.8748e-09         0.2639               0.0823       2.8740             0.5047
GRB180417689   0.256    1.218   1.0390e-07         1.3979e-08         0.7349               0.0691       3.8348             0.5332
GRB200501435   1.536    0.905   3.1200e-07         7.5340e-09         1.4781               0.0864       5.3810             0.6196
GRB140513724  17.152    2.111   2.2593e-06         3.1344e-08         1.8265               0.1024       2.8453             0.4601
GRB100615083  37.377    0.979   4.8598e-06         4.4336e-08         2.7334               0.1979       3.4196             0.8172
GRB170723076  20.224    2.429   1.0278e-06         3.5365e-08         0.3941               0.0652       1.1450             0.3044
GRB150415029  34.557    4.104   2.1004e-06         2.1939e-08         1.3698               0.0843       2.0983             0.4332
GRB210827424  35.585    3.620   4.0415e-06         2.5946e-08         3.0336               0.1113       4.0113             0.5414
GRB220714582  28.160    0.724   3.5230e-06         1.5425e-08         1.7501               0.1565       2.9280             0.7184
GRB100324172  17.920    2.064   1.9488e-05         9.7720e-08        16.4521               0.3039      20.8358             1.2602
GRB091126333   0.192    0.091   2.2404e-07         1.6585e-08         1.1373               0.1531       6.1876             0.9152
