name        t90     t90_error fluence_batse fluence_batse_error flux_batse_1024 flux_batse_1024_error flux_batse_64 flux_batse_64_error
GRB131214705  80.065    0.871   3.5694e-05         1.1034e-07         8.9699               0.1847       9.7740             0.7603
GRB140327065  11.520    7.286   4.9721e-07         2.1657e-08         0.9456               0.0961       1.6302             0.3996
GRB151026169  53.248    2.172   1.0976e-06         2.4080e-08         0.4734               0.0801       1.3413             0.4572
GRB110921444 149.507   10.691   3.4791e-06         7.4056e-08         0.6789               0.0707       1.3790             0.4041
GRB181126729   9.216    3.665   3.0648e-07         5.9836e-09         0.7866               0.0934       1.2982             0.4228
GRB130504314   0.384    0.181   1.4644e-06         1.7724e-08         6.2159               0.2164      24.1922             1.2058
GRB201011629 126.210    1.493   4.1936e-06         2.4495e-08         2.5917               0.1172       5.8531             0.6075
GRB221027173   7.168    0.724   3.8677e-06         1.3409e-08         4.5433               0.1402       6.1501             0.5838
GRB131127480  59.648    8.964   2.2456e-06         2.9702e-08         0.4381               0.0485       0.8370             0.3004
GRB111008992  42.496    4.128   1.6536e-06         1.4513e-08         0.4451               0.0608       0.9566             0.3324
GRB170926528  15.360    0.362   1.6591e-06         1.0605e-08         2.0011               0.1170       3.0907             0.5700
GRB150303516   4.864    0.810   2.8996e-07         9.2201e-09         0.8428               0.0780       1.6985             0.3615
GRB081130629  39.169    3.620   1.5707e-06         2.6450e-08         1.7101               0.1056       2.9847             0.5717
GRB170813051 111.872    4.871   1.8984e-06         1.8850e-08         1.1980               0.0878       1.9427             0.4112
GRB150922234   0.144    0.036   3.4480e-07         9.1236e-09         1.4239               0.1092      11.8018             1.0024
GRB201231550  21.184    0.860   4.2638e-06         3.2610e-08         3.8489               0.1789       4.8362             0.7781
GRB180906988   3.328    0.362   2.8366e-07         6.5414e-09         1.1212               0.0889       1.7587             0.4370
GRB180227211   0.288    1.438   9.5524e-08         1.2746e-08         0.5694               0.1199       3.9757             0.6763
GRB131030791  27.392    5.431   2.0855e-06         1.6399e-08         1.6117               0.0939       2.4872             0.4245
GRB230723488   6.144    1.810   1.2885e-06         2.1205e-08         2.3331               0.1323       3.2306             0.5752
GRB170520202   6.144    5.081   1.7144e-07         6.0956e-09         0.6772               0.0811       1.1168             0.3668
GRB181125092   9.216    4.871   3.4397e-07         1.4538e-08         0.6968               0.0974       1.3460             0.4390
GRB221209877  15.616    3.566   8.3916e-07         1.4151e-08         1.2248               0.1244       2.1823             0.5608
GRB230215612  55.808    4.924   5.7917e-07         1.4483e-08         0.5834               0.0634       1.3204             0.3734
GRB201109105   0.448    0.264   4.8664e-07         8.0163e-09         2.3403               0.0932       9.9112             0.6874
GRB130628531  21.504    1.619   4.8074e-06         2.9505e-08         5.6574               0.1365       7.9195             0.5952
GRB240310236   5.888    3.167   5.0845e-07         1.9619e-08         0.7161               0.0761       1.5320             0.4636
GRB150213001   4.096    0.091   1.4306e-05         9.6510e-09        49.0820               0.3654      72.2984             1.7723
GRB190319353  13.886    0.831   3.4036e-06         2.1883e-08         4.1587               0.1055       5.5200             0.5317
GRB200811632  40.193    0.724   9.3636e-06         2.9311e-08         2.6115               0.1077       3.5950             0.4063
GRB211002338  13.568    3.874   1.4307e-06         1.8826e-08         1.3637               0.1237       3.0311             0.6313
GRB080825593  20.992    0.231   2.0456e-05         5.8072e-08        12.6571               0.2723      16.6504             1.0892
GRB190613449   4.864    0.923   2.2225e-06         2.2767e-08         4.1361               0.1394       6.3807             0.5855
GRB200916812 108.800    0.572   1.7438e-06         1.3076e-08         1.1879               0.1112       2.2068             0.5466
GRB100511035  42.433    1.478   1.2737e-05         3.7978e-08         6.4006               0.2329      11.8884             1.0575
GRB101016243   3.840    0.362   1.3632e-06         8.4059e-09         4.2998               0.1195       5.8847             0.5235
GRB200506020 116.994    2.636   3.0708e-06         3.7563e-08         1.1205               0.1008       1.8199             0.4100
GRB131011741  77.057    2.996   5.0588e-06         3.7841e-08         1.9536               0.1072       2.6735             0.3873
GRB131229277  12.992    0.231   1.2883e-05         3.1069e-08        13.8573               0.2550      19.4930             1.2068
GRB100420008  19.712    1.144   2.7834e-06         2.2515e-08         2.4508               0.1094       3.8036             0.5036
GRB121023322   0.512    0.181   4.4359e-07         2.3481e-08         2.4731               0.1456       5.3505             0.7217
GRB180623849  15.872    0.810   1.0375e-05         1.8281e-08         6.0545               0.1716       7.4364             0.7257
GRB170423719  46.593    1.145   1.3086e-05         3.4337e-08         6.8575               0.1512      10.4982             0.7346
GRB200327873   0.640    0.590   4.6883e-07         1.2333e-08         2.1416               0.1321       8.9296             0.9431
GRB201116035   6.784    0.202   1.1264e-05         3.2416e-08        13.4191               0.2263      17.0444             1.0024
GRB220729429   0.960    0.916   1.0395e-07         4.9597e-09         0.5726               0.0680       2.4514             0.5032
GRB140526449  79.104    1.379   3.8132e-06         1.8912e-08         0.7699               0.0739       3.9350             0.5430
GRB130518551   4.096    2.573   1.4234e-06         2.5726e-08         3.4678               0.1128       8.6255             0.7982
GRB141112828  63.745    2.919   9.7253e-07         1.2502e-08         1.1096               0.0931       1.9761             0.4432
GRB100829374  94.977    2.767   3.9279e-06         2.5341e-08         2.3420               0.1163       3.9284             0.5695
GRB211210937  11.776    3.665   6.9204e-07         1.2033e-08         0.5786               0.0683       1.3745             0.3779
GRB170616047   9.216    1.619   4.1681e-07         1.4892e-08         0.6359               0.0590       0.9439             0.2533
GRB190323548   1.280    1.864   2.4042e-07         1.5539e-08         1.0333               0.1032       2.3092             0.4824
GRB200604833  11.008    1.999   4.8139e-07         3.0787e-08         0.6866               0.1041       1.5211             0.5797
GRB150507026  63.489    7.209   8.5248e-06         5.0403e-08         4.7356               0.1606       7.2077             0.6792
GRB210303425  13.056    1.639   1.4891e-06         4.8596e-08         1.2210               0.1069       2.0499             0.5250
GRB200509958  13.312    4.720   6.7947e-07         3.2925e-08         0.7590               0.1013       1.4768             0.5646
GRB140723067  56.320    4.222   5.6717e-06         3.6655e-08         2.1520               0.1213       3.3410             0.6720
GRB090616157   1.152    1.168   2.0349e-07         1.1662e-08         0.9812               0.1480       1.5740             0.6985
GRB170302719  87.808    5.526   2.2529e-06         1.7200e-08         0.9127               0.0635       1.4072             0.3651
GRB181212693  57.601    1.305   1.0298e-05         2.1631e-08        18.1165               0.3062      21.1147             1.3059
GRB201105215   4.608    2.996   5.7699e-07         1.2486e-08         1.2795               0.0780       3.4423             0.4487
GRB211018936 123.906    0.362   7.7147e-05         1.3576e-08         7.3105               0.1652      12.1182             0.8264
GRB170228794  60.673    2.111   7.8744e-06         2.0264e-08         5.2371               0.1519       6.3527             0.6499
GRB120204054  49.089    0.429   5.2582e-05         4.4099e-08        15.4287               0.2085      16.6430             0.8581
GRB121031949 242.436    4.404   8.0266e-06         7.4030e-08         1.8068               0.1274       2.6658             0.5548
GRB110613631  40.193    3.874   1.7811e-06         2.0288e-08         0.4891               0.0633       1.2051             0.3989
GRB100427356  12.544    7.389   1.2832e-06         3.4767e-08         1.3018               0.1993       2.8539             0.8222
GRB180917477   4.864    1.810   3.2713e-07         9.3920e-09         0.8929               0.0797       1.3423             0.4153
GRB230404958  65.793    1.810   3.0862e-06         1.6606e-08         1.1711               0.0762       1.9992             0.3565
GRB150506972   0.384    0.181   1.4343e-07         5.7008e-09         0.7684               0.0673       2.3866             0.4997
GRB210719164  40.704    1.950   9.1073e-07         1.5272e-08         0.9181               0.0834       1.4512             0.4080
GRB090713020  82.817    2.318   5.3909e-06         1.9451e-08         1.2637               0.1791       2.6461             0.7894
GRB240305928   0.320    0.779   2.0730e-07         7.0941e-09         0.9435               0.0856       4.1513             0.6160
GRB220508939  57.601   10.509   1.4401e-06         3.1045e-08         0.9207               0.0955       1.8222             0.4247
GRB150127589  60.929    0.810   3.2165e-05         4.4005e-08         6.2375               0.1410       7.8961             0.7201
GRB110605780   1.536    1.056   3.1569e-07         1.1551e-08         0.9171               0.0823       2.0716             0.3975
GRB221202904  26.113    1.379   1.0166e-05         4.4551e-08         4.2950               0.1499       5.2341             0.6126
GRB121008424   3.456    0.345   2.3890e-07         7.7583e-09         1.0078               0.0951       1.9550             0.5012
GRB221115018 147.459    1.280   7.5931e-06         3.4283e-08         1.5628               0.1105       3.1860             0.5511
GRB080913735  41.217    7.281   2.1233e-06         4.7079e-08         1.3228               0.1835       2.7026             0.8136
GRB131004904   1.152    0.590   2.9814e-07         1.0248e-08         1.8305               0.1240       3.6688             0.6756
GRB180720598  48.897    0.362   1.2126e-04         4.9702e-08        54.9038               0.3787      74.0722             1.8272
GRB150911315  41.728    6.542   1.4921e-06         2.5881e-08         1.1983               0.1103       1.9313             0.5400
GRB110730660  33.856    1.811   4.0007e-06         4.8300e-08         2.2978               0.1612       3.4781             0.7911
GRB160226913 105.472    2.560   2.7093e-06         2.5884e-08         0.6487               0.0834       1.7062             0.4426
GRB200903902   7.168    4.891   3.1323e-07         3.6783e-08         0.7600               0.0919       1.5670             0.4223
GRB080824909   7.424    2.005   1.5848e-06         3.4708e-08         2.9277               0.2277       5.9357             0.9564
GRB120604343  12.032    3.278   8.6221e-07         3.8067e-08         0.6861               0.0787       1.1567             0.3763
GRB090815300  48.385    1.086   7.8628e-07         2.2618e-08         0.4901               0.0627       1.0025             0.4379
GRB100122616  22.529    2.769   5.7931e-06         8.5815e-08         9.4496               0.4389      11.0517             1.6870
GRB211102587  19.712    0.724   5.5640e-06         1.1857e-08         3.4240               0.1177       4.5066             0.5090
GRB181125371   3.840    2.290   1.9694e-07         1.3095e-08         0.3778               0.0553       0.6896             0.3289
GRB211112607 111.618   13.036   1.5915e-06         3.3021e-08         0.8425               0.0986       1.6993             0.4415
GRB130527627  27.776    1.438   6.1429e-06         3.6175e-08         2.2959               0.1336       3.5641             0.6412
GRB130803419   7.616    1.145   1.7870e-06         2.2490e-08         3.3744               0.1507       5.0220             0.6936
GRB131117766  93.954    4.419   8.9291e-06         3.9258e-08         1.2074               0.0842       1.8027             0.3773
GRB220619207  43.773    2.996   1.0241e-05         8.8976e-08         2.6775               0.1356       3.8413             0.5779
GRB130905377  21.248    1.305   2.4555e-06         4.3836e-08         1.6102               0.1101       2.5431             0.5008
GRB211212394  42.496    3.665   1.6667e-06         4.3743e-08         1.8435               0.1477       4.3553             0.7453
GRB180130049 120.578   10.996   7.8418e-06         5.1915e-08         2.0715               0.1013       3.5307             0.5963
GRB100701490  22.016    5.568   8.5229e-06         2.4113e-08         9.8132               0.3130      24.7070             1.9317
GRB201001416  29.184   17.694   6.5463e-07         2.4555e-08         0.6064               0.1051       2.1851             0.5616
GRB141003788   7.424    3.093   8.3105e-07         2.8340e-08         0.9931               0.1004       1.8965             0.4283
GRB130815660  37.889    1.056   6.9119e-06         2.6255e-08        11.3795               0.2040      13.9102             0.8907
GRB120618919  47.616   12.299   1.9539e-06         3.1617e-08         1.7491               0.1767       4.6654             0.9960
GRB081122614   0.192    0.091   7.0494e-08         4.3754e-09         0.4535               0.0641       3.6237             0.5083
GRB121005030  96.768    3.556   1.8056e-06         3.0005e-08         0.5435               0.0761       2.7656             0.8621
GRB171126216 165.888    5.910   2.6045e-06         6.1271e-08         0.6795               0.0778       1.7471             0.4863
GRB170830135 117.250    2.318   4.3731e-06         2.1445e-08         2.0218               0.1477       3.0924             0.7186
GRB090202347  12.608    0.345   2.9288e-06         1.3674e-08         2.7388               0.1959       4.0042             0.7730
GRB201016019   2.944    0.091   6.0316e-05         1.5212e-08       144.9850               0.7103     184.5200             3.2376
GRB201021111  20.480    2.290   3.4071e-06         3.4673e-08         1.9862               0.1167       3.1563             0.5408
GRB200922718   0.320    0.091   2.5623e-07         5.6068e-09         1.2014               0.0813       3.6426             0.5445
GRB160503567  28.672    1.493   1.2444e-06         3.3876e-08         0.8786               0.0867       1.9160             0.4719
GRB200510445   9.981    1.055   2.6609e-06         3.0977e-08         3.8528               0.1184       7.6709             0.5711
GRB091202072  27.648    3.566   8.7586e-07         1.9697e-08         0.8537               0.1765       1.8356             0.7050
GRB170214649 122.882    0.724   8.2807e-05         6.3294e-08         9.1411               0.2367      12.3105             1.0930
GRB140724533   0.896    0.820   8.2537e-08         7.8062e-09         0.5297               0.0728       2.5667             0.5244
GRB130214137  96.768    5.443   8.3327e-07         5.1309e-08         0.3147               0.0544       0.8116             0.3111
GRB100612726   8.576    3.210   8.5757e-06         2.0691e-07        10.9052               0.2825      11.8137             1.1340
GRB171025416  19.712    2.064   9.4667e-07         2.7769e-08         1.2133               0.1456       2.8524             0.6646
GRB111024896   0.960    1.032   1.4143e-07         8.4787e-09         0.6697               0.0918       3.4995             0.7445
GRB180927993   4.608    3.208   6.0516e-07         3.6984e-08         1.4493               0.1047       2.1452             0.4511
GRB141020439   1.600    0.951   5.2163e-08         7.0934e-09         0.3406               0.0560       0.6591             0.2076
GRB131231198  31.232    0.572   7.9642e-05         6.7594e-08        36.3060               0.3687      39.7344             1.5148
GRB150520893  15.616    6.992   4.6715e-07         2.6310e-08         0.6315               0.0579       1.3561             0.3647
GRB100810049   2.560    1.741   1.9212e-07         2.6272e-08         0.6594               0.0880       1.3288             0.4597
GRB210518033  15.104    4.558   5.6064e-07         3.0005e-08         0.4971               0.0811       1.2085             0.3508
GRB170901007   5.888    2.673   4.4777e-07         3.2492e-08         0.9301               0.0947       1.6752             0.4493
GRB110923481   1.664    0.264   6.6023e-08         5.3596e-09         0.3401               0.0515       0.8130             0.2243
GRB150220598 144.643    1.619   1.3984e-05         4.6972e-08         7.8658               0.1856       9.6088             0.7495
GRB100117879   0.256    0.834   1.9755e-07         2.7403e-08         0.9892               0.1369       5.2259             0.8568
GRB131031482   7.424    0.604   2.4083e-06         3.1630e-08         4.5748               0.1297       8.3520             0.6982
GRB170101116  12.800    0.362   6.9613e-06         1.7841e-08         3.6736               0.1419       4.8707             0.6369
GRB130305526 118.528   15.691   8.3212e-07         2.4646e-08         0.2620               0.0581       0.9874             0.4014
GRB170212034  15.872    1.846   5.4820e-07         1.5199e-08         1.3688               0.1162       2.7778             0.5163
GRB230124638  11.520    1.379   1.5354e-06         1.5438e-08         1.1984               0.0884       1.9948             0.4691
GRB120218276 256.260    5.221   6.3132e-06         3.9506e-08         0.8047               0.0865       1.5787             0.4467
GRB131029990  50.944    5.976   2.4381e-06         5.1336e-08         0.6627               0.0688       1.4058             0.3812
GRB140818781  20.992    6.527   4.7232e-07         1.5244e-08         0.2617               0.0417       0.5436             0.3841
GRB120121251  37.121   11.876   6.6368e-06         3.5450e-08         2.5495               0.1206       3.5793             0.5530
GRB190630257   0.224    0.187   2.6877e-07         3.5840e-09         1.2715               0.0879       8.4992             0.6855
GRB230709706  22.272    0.810   4.2927e-06         1.3256e-08         4.5419               0.1364       5.6915             0.5966
GRB190708365  27.392    8.002   8.7965e-07         1.6698e-08         0.5163               0.0676       1.0226             0.2965
GRB180814505 100.608    2.919   9.3573e-07         1.9354e-08         0.5686               0.0898       1.4505             0.4308
GRB180511606   9.216    1.619   8.0767e-07         2.6905e-08         0.9881               0.1040       2.0845             0.5163
GRB210626345  34.048    1.950   2.0716e-06         1.3717e-08         0.9330               0.0935       1.6836             0.4779
GRB120915474   5.888    0.923   2.0467e-07         1.1991e-08         0.3178               0.0543       1.1591             0.3174
GRB220910242   4.224    0.143   2.2758e-05         1.7752e-08        40.5137               0.3795      65.8949             1.9371
GRB220827896 126.720    3.238   9.4451e-07         3.2830e-08         0.6657               0.0828       1.4145             0.4450
GRB141005535  11.264    3.208   4.0243e-07         2.2311e-08         0.8121               0.0944       1.5837             0.4624
GRB160826938   1.792    0.773   1.6386e-07         7.6245e-09         0.7963               0.0821       1.5521             0.4107
GRB200418865  38.145    7.371   1.1933e-06         4.7384e-08         0.6271               0.0897       1.8374             0.4387
GRB180715755   0.704    0.286   6.7518e-07         9.9512e-09         3.0650               0.1436       5.9472             0.7243
GRB200103689  68.096    5.400   7.6473e-07         4.1571e-08         0.4184               0.0943       1.3894             0.5124
GRB100330309  10.048    0.318   2.4358e-06         2.8214e-08         2.9423               0.1203       3.7825             0.5035
GRB180910156  28.928    2.111   8.8616e-07         2.3110e-08         0.7331               0.0791       1.3586             0.3626
GRB131006840  41.984    5.120   9.4024e-07         2.8123e-08         0.8574               0.1053       2.7099             0.6107
GRB180506902  23.296    2.429   1.1277e-06         1.1802e-08         1.3412               0.0985       2.3975             0.5774
GRB190716917   6.909    0.923   1.2275e-06         1.9471e-08         2.9024               0.1187       4.9064             0.5585
GRB131127592  18.176    0.724   2.0733e-05         7.6254e-08        16.4391               0.2430      23.0459             1.1276
GRB230905656   0.288    0.286   9.5465e-08         7.2011e-09         0.6857               0.0791       4.3223             0.6137
GRB180923931   8.192    0.724   7.5828e-06         1.6375e-08        11.6408               0.1990      15.0052             0.8903
GRB190606080   0.224    0.036   1.4418e-06         6.6572e-09         7.0909               0.1665      47.6930             1.8368
GRB100717372   5.952    1.507   2.3219e-07         1.2723e-08         0.9045               0.0804       1.8156             0.4412
GRB120629565   0.704    1.026   3.2384e-08         6.5662e-09         0.2388               0.0469       0.8285             0.2120
GRB140624423   0.096    0.093   1.5318e-07         5.1276e-09         0.7119               0.0747       9.1197             0.6196
GRB140918379 165.632    2.360   1.0985e-06         3.2820e-08         0.4249               0.0657       1.0096             0.3929
GRB170203486   0.336    0.506   7.1231e-08         8.1118e-09         0.7248               0.1009       3.7627             0.6860
GRB150613420  27.392    1.846   1.3640e-06         1.5170e-08         0.7799               0.0916       1.5682             0.4101
GRB171103655  25.600    4.720   1.4376e-06         3.8270e-08         0.5946               0.0781       1.3564             0.4628
GRB190306943 180.483    6.964   5.2660e-06         6.1926e-08         1.6726               0.1223       2.3624             0.5850
GRB101026034   0.256    0.091   3.2807e-07         1.1769e-08         1.4148               0.1295       7.4740             1.0165
GRB200114153  29.693    0.810   2.8254e-06         2.4381e-08         2.9459               0.1134       4.8241             0.5158
GRB130214800  13.760    1.639   3.2289e-06         4.6153e-08         2.6248               0.1024       3.5723             0.4529
GRB141028455  31.489    2.429   1.7317e-05         5.1850e-08         8.6226               0.1959      10.1988             0.8389
GRB220412713   0.160    0.072   1.8032e-07         3.7289e-09         1.0061               0.0836       7.2225             0.4788
GRB180403565  36.609    5.993   1.8475e-06         1.9856e-08         1.4690               0.1167       2.9679             0.6736
GRB220608211  35.329    0.724   1.0178e-05         2.2824e-08         6.3137               0.1651       9.1517             0.7776
GRB200711461  29.441    1.145   7.6988e-06         1.8495e-08         8.1584               0.1861      11.2456             0.8494
GRB180922461   6.400    1.864   1.0081e-06         9.6238e-09         1.6476               0.0920       2.2861             0.3869
GRB130903033  68.608    7.241   1.1707e-06         2.9016e-08         0.2901               0.0588       0.8993             0.4174
GRB130502743   3.328    2.064   3.6434e-07         2.0917e-08         1.1104               0.1050       2.9666             0.6627
GRB210419882  37.377    3.083   3.6823e-06         3.1137e-08         1.0761               0.1039       1.9709             0.4926
GRB090826068   8.704    2.862   4.7537e-07         2.2644e-08         1.1227               0.1590       1.7619             0.6808
GRB170208553  53.761    1.864   1.0169e-05         2.8680e-08         5.6097               0.1491       7.6701             0.6799
GRB081101491   0.128    0.091   8.5988e-08         1.5028e-09         0.4257               0.1494       3.3191             0.8013
GRB130708488  14.077    3.114   1.4472e-06         1.4439e-08         1.0335               0.0746       2.2894             0.4551
GRB130324042  56.320    2.862   1.2689e-06         1.8303e-08         0.4228               0.0646       1.1164             0.3276
GRB230626604  15.360    0.362   1.1867e-05         8.5566e-09        13.7030               0.2224      19.4865             1.1312
GRB090809978  11.008    0.320   1.2018e-05         7.0272e-08        11.2713               0.2822      13.5576             1.1649
GRB090519881  74.177    5.177   1.8112e-06         2.2364e-08         0.4614               0.1516       1.1496             0.6199
GRB101113483  12.288    0.572   1.6249e-06         1.6122e-08         1.3601               0.0976       1.9792             0.4172
GRB100225580   6.400    1.086   3.4466e-06         6.0660e-08         5.3177               0.2040       7.0261             0.8226
GRB160717813  66.817    1.717   9.9647e-06         4.0673e-08         3.9050               0.1342       4.9196             0.6262
GRB100728439  10.240    1.846   1.9511e-06         3.3552e-08         2.1151               0.1167       3.2973             0.5178
GRB150106921  79.872   16.077   5.4755e-07         2.1366e-08         0.4858               0.0934       1.3182             0.4075
GRB080810549  75.201    3.638   5.3736e-06         2.2640e-08         1.7506               0.1031       2.8797             0.5207
GRB100326402 144.130   26.959   7.0671e-06         6.5078e-08         1.3531               0.1137       2.3012             0.5603
GRB220111807  10.496    0.572   5.9427e-06         1.7491e-08         7.3720               0.1672       8.7517             0.7174
GRB190806535  13.824    2.064   2.6537e-07         1.7604e-08         0.5584               0.0773       1.0880             0.3798
GRB170326489   9.728    2.721   6.1400e-07         3.0203e-08         0.8154               0.1238       1.6536             0.7211
GRB181231144  36.865    3.665   2.3135e-06         2.4250e-08         1.1614               0.1125       1.8904             0.5243
GRB091230260  62.976    3.874   1.0586e-06         2.2882e-08         0.3560               0.0718       0.9707             0.3184
GRB210606164  11.008    5.184   4.0763e-07         1.7181e-08         0.7897               0.0995       2.0217             0.4906
GRB090518080   2.048    0.410   4.2832e-07         1.0244e-08         1.3214               0.3064       1.9504             1.1550
GRB160224911   0.384    1.778   7.7764e-08         1.3212e-08         0.4733               0.0580       1.7326             0.3181
GRB150822178  13.312    0.923   1.4650e-06         1.5541e-08         1.5429               0.0974       2.2121             0.4636
GRB170527480  49.153    1.557   3.0647e-05         1.8948e-08        10.0356               0.2175      13.9272             0.9784
GRB140906429  20.736    2.111   4.8022e-06         3.8118e-08         4.8332               0.1287       6.8680             0.5792
GRB150806348  85.248    1.639   3.8566e-06         3.6794e-08         1.1622               0.0913       1.6814             0.4056
GRB101129726   0.576    0.202   5.7803e-07         1.1862e-08         2.8225               0.1095       8.7222             0.6743
GRB240204630  15.872    0.810   9.1215e-06         1.6784e-08        10.6144               0.2087      12.4190             0.8829
GRB201004094  28.416    1.379   5.1225e-07         2.5664e-08         0.6683               0.0856       1.3267             0.3837
GRB150906944   0.320    0.210   1.8496e-07         6.6623e-09         1.0323               0.0881       8.1087             0.7861
GRB220314898  30.465    1.280   4.4826e-06         3.6838e-08         1.7684               0.1298       2.8777             0.5474
GRB090409288  30.337    2.796   5.6841e-07         3.0707e-08         0.4404               0.1831       1.1153             0.7503
GRB230421405   9.728    3.620   5.9134e-07         1.9367e-08         1.0358               0.0893       1.7549             0.3787
GRB230328582  92.674    1.493   5.8699e-06         2.0562e-08         1.7821               0.0927       2.4058             0.4675
GRB171211844 148.226    3.125   8.6169e-06         4.1963e-08         2.6972               0.1343       3.5769             0.5746
GRB210716485   5.184    0.951   4.5035e-07         2.2397e-08         1.4043               0.1493       2.8942             0.6963
GRB120531393  25.344    7.186   5.1553e-07         1.0079e-08         0.4693               0.0678       0.9966             0.3818
GRB240303513   5.888    0.572   7.9072e-06         1.2167e-08         9.4081               0.2312      11.9872             0.9813
GRB181227571  25.856    3.840   5.0169e-07         1.8114e-08         0.5702               0.0846       2.1150             0.4348
GRB240218084  37.633    2.828   2.8631e-06         2.6693e-08         1.3107               0.1152       2.4919             0.5878
GRB110824009  76.607    9.220   6.1633e-06         8.3515e-08         7.3143               0.1638      14.1270             0.8500
GRB140102887   3.648    0.091   1.0819e-05         1.1926e-08        25.0340               0.2528      30.9683             1.0991
GRB160920249  15.616    5.894   7.6857e-07         1.3487e-08         1.3439               0.1030       2.2830             0.5105
GRB231120016  92.416    6.646   1.7960e-06         2.6108e-08         0.1622               0.0330       0.6391             0.3439
GRB170130510 101.122    1.493   4.0559e-06         3.4385e-08         2.5336               0.1153       3.9652             0.4959
GRB210926044   7.424    2.573   4.1375e-07         2.2254e-08         0.9283               0.0808       1.7953             0.3581
GRB130404428   3.328    1.493   4.9023e-07         2.4567e-08         1.4153               0.1049       3.8691             0.5558
GRB141230142   9.856    1.086   8.4283e-07         2.7957e-08         1.7799               0.1595       3.4538             0.8972
GRB110206202  12.288    1.639   4.4908e-07         2.2013e-08         0.9444               0.1379       1.9359             0.5974
GRB110812899  11.264    3.727   6.1485e-07         1.2455e-08         1.0620               0.0840       1.5528             0.4359
GRB091128285  76.289    1.280   2.1543e-05         3.8370e-08         5.2063               0.2126       7.4645             0.9630
GRB160215773 141.314    1.280   2.2596e-05         3.2390e-08         6.8134               0.1771      10.7805             0.9074
GRB230511469  13.824    4.918   4.9038e-07         1.7396e-08         0.5507               0.0685       1.0813             0.3477
GRB090623913   7.168    3.114   1.3013e-06         3.0618e-08         1.1551               0.0787       2.5864             0.5069
GRB120914144  10.240    4.048   4.2123e-07         1.9046e-08         1.0648               0.0971       2.1144             0.5065
GRB230524239  26.880    2.187   2.2547e-06         2.9785e-08         1.5500               0.1286       2.2228             0.4641
GRB110529811  34.816    4.636   1.9544e-06         1.6057e-08         0.6792               0.0618       1.5817             0.4144
GRB101123952 103.938    0.572   5.2742e-05         2.9062e-08        19.0462               0.2886      23.9581             1.2723
GRB130216790  12.992    1.280   2.5639e-06         1.7822e-08         4.1789               0.1518       6.3599             0.7976
GRB170808936  17.664    0.572   6.0060e-05         5.7675e-08        77.9860               0.4167      95.0811             1.8572
GRB170709334   1.856    0.898   3.7796e-07         9.8142e-09         1.4552               0.0918       6.2348             0.5790
GRB160301215  29.697    3.620   3.7053e-06         2.2148e-08         1.9743               0.0919       2.3647             0.4075
GRB110806934  28.416    0.923   3.8041e-06         1.4305e-08         1.7555               0.0867       2.4509             0.3841
GRB160908136 156.672   21.722   1.5341e-06         5.1538e-08         1.0240               0.1028       1.7214             0.4403
GRB230305052  34.816    1.305   1.1217e-06         1.4217e-08         1.0632               0.0841       2.7983             0.5254
GRB141206254   4.608    1.557   3.1704e-07         1.3628e-08         0.7278               0.0805       1.3742             0.3732
GRB200407265   3.072    0.500   3.2267e-07         6.2877e-09         0.9067               0.0885       3.8718             0.6056
GRB220823145   1.088    0.771   1.3407e-07         1.5592e-08         0.6408               0.0831       1.3737             0.4783
GRB210929821  10.752    8.208   2.4291e-07         1.1554e-08         1.2078               0.1308       2.5089             0.5951
GRB110726211  29.953   10.608   2.5278e-06         5.2297e-08         1.2591               0.0928       2.5622             0.5306
GRB101003244   9.984    1.448   8.3006e-07         1.7789e-08         1.1505               0.0888       1.8386             0.4789
GRB201007123 195.332    1.493   1.2627e-05         4.1676e-08         7.7211               0.1940       9.6185             0.8190
GRB091227294  21.888    0.889   3.8088e-06         5.7114e-08         1.9964               0.1899       3.1333             0.7978
GRB220810969   8.960    0.362   4.2736e-06         1.6918e-08         3.9042               0.1275       4.7416             0.5522
GRB180718082   0.080    0.182   6.4836e-08         1.0339e-08         0.4750               0.0749       5.2420             0.5140
GRB130929375   2.304    0.487   1.3194e-07         5.8240e-09         0.3539               0.0538       0.8231             0.2276
GRB130117087  78.848    2.636   1.5449e-06         1.9329e-08         0.4044               0.0641       0.9614             0.4031
GRB160314473   1.664    0.730   9.0563e-08         1.0724e-08         0.4483               0.0787       2.7814             0.5127
GRB180111815  19.200    2.202   9.9701e-07         2.0584e-08         0.7220               0.1006       1.5348             0.4953
GRB220129873   2.048    2.064   1.6378e-07         1.8053e-08         0.7983               0.1002       2.0237             0.4814
GRB110302043  38.336    2.509   1.6691e-06         2.7374e-08         1.3045               0.1063       1.9412             0.4770
GRB150412507   0.576    1.319   7.6575e-08         6.0263e-09         0.4698               0.0617       2.0083             0.3855
GRB100616773   0.192    0.143   1.3650e-07         8.6564e-09         0.7613               0.2636       4.2410             1.3386
GRB090331681   0.832    0.143   1.7322e-07         1.7361e-08         1.0000               0.1578       3.9771             0.8156
GRB140113183  68.864    2.985   1.3550e-06         2.5466e-08         0.4585               0.0507       0.7943             0.2336
GRB080829790   7.680    0.377   1.3558e-06         1.3337e-08         1.7094               0.2400       2.7655             0.9853
GRB180728575   6.144    2.111   6.5131e-07         1.5180e-08         1.2698               0.1008       2.2589             0.4862
